rank,title,singer,album,date,like,week
74,취향저격,iKON,WELCOME BACK,2016.04.04 ~ 2016.04.10,148612,1
75,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part.1,2016.04.04 ~ 2016.04.10,93426,1
76,아마도 그건,"Crush, 로꼬",투유 프로젝트 - 슈가맨 Part.3,2016.04.04 ~ 2016.04.10,97482,1
77,I (Feat. 버벌진트),태연 (TAEYEON),I - The 1st Mini Album,2016.04.04 ~ 2016.04.10,230964,1
78,Hello,Adele,Hello,2016.04.04 ~ 2016.04.10,152938,1
79,공감 (Feat. 서영은),정준영,공감,2016.04.04 ~ 2016.04.10,81834,1
80,Okey Dokey,"MINO (송민호), 지코 (ZICO)",쇼미더머니 4 Episode 6,2016.04.04 ~ 2016.04.10,91396,1
81,No Make Up,Zion.T,No Make Up,2016.04.04 ~ 2016.04.10,167120,1
82,스물셋,아이유,CHAT-SHIRE,2016.04.04 ~ 2016.04.10,195330,1
83,24시간,Make Some Noise,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.04 ~ 2016.04.10,15230,1
84,무지개 (Feat. 윤닭 Of 오브로젝트),스탠딩 에그,The Artist Diary Project Part.12,2016.04.04 ~ 2016.04.10,53084,1
85,사실은 (The Truth Is),박재범,사실은 (The Truth Is),2016.04.04 ~ 2016.04.10,31510,1
86,회상,장범준,시그널 OST Part.1,2016.04.04 ~ 2016.04.10,60079,1
87,심쿵해 (Heart Attack),AOA,Heart Attack,2016.04.04 ~ 2016.04.10,85214,1
88,겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5,2016.04.04 ~ 2016.04.10,163142,1
89,니꺼내꺼,2BIC(투빅),니꺼내꺼,2016.04.04 ~ 2016.04.10,10057,1
90,너 내게로 와라,"Homme (창민, 이현)",너 내게로 와라,2016.04.04 ~ 2016.04.10,8278,1
91,함께,노을,응답하라 1988 OST Part.7,2016.04.04 ~ 2016.04.10,78046,1
92,팔당댐 (Feat. 빈지노),에디킴,팔당댐,2016.04.04 ~ 2016.04.10,25008,1
93,DADDY (Feat. CL of 2NE1),싸이 (PSY),칠집싸이다,2016.04.04 ~ 2016.04.10,61258,1
94,보일 듯 말 듯,"유주 (YUJU), 선율",보일 듯 말 듯,2016.04.04 ~ 2016.04.10,16719,1
95,애태우는 여자,장범준,장범준 2집,2016.04.04 ~ 2016.04.10,6791,1
96,일기장,이승철,일기장,2016.04.04 ~ 2016.04.10,6774,1
97,니가 보인다,"버나드 박, 혜림 (원더걸스)",니가 보인다,2016.04.04 ~ 2016.04.10,6093,1
98,제발,어쿠스틱 콜라보,"나에게 너무 슬픈, 봄사랑",2016.04.04 ~ 2016.04.10,20828,1
99,Hot Pink,EXID,HOT PINK,2016.04.04 ~ 2016.04.10,43850,1
100,Oasis (Feat. ZICO),Crush,Oasis,2016.04.04 ~ 2016.04.10,154984,1
1,봄이 좋냐??,10CM,3.2,2016.04.11 ~ 2016.04.17,191548,2
2,이 사랑,다비치,태양의 후예 OST Part.3,2016.04.11 ~ 2016.04.17,181211,2
3,You Are My Everything,거미,태양의 후예 OST Part.4,2016.04.11 ~ 2016.04.17,144215,2
4,말해! 뭐해?,케이윌,태양의 후예 OST Part.6,2016.04.11 ~ 2016.04.17,123761,2
5,Toy,블락비 (Block B),Blooming Period,2016.04.11 ~ 2016.04.17,131031,2
6,How Can I Love You,XIA (준수),태양의 후예 OST Part.10,2016.04.11 ~ 2016.04.17,73908,2
7,사랑에 빠졌죠 (당신만이),장범준,장범준 2집,2016.04.11 ~ 2016.04.17,72204,2
8,다시 너를,"매드클라운, 김나영",태양의 후예 OST Part.5,2016.04.11 ~ 2016.04.17,91331,2
9,ALWAYS,윤미래,태양의 후예 OST Part.1,2016.04.11 ~ 2016.04.17,134927,2
10,Everytime,"첸 (CHEN), 펀치 (Punch)",태양의 후예 OST Part.2,2016.04.11 ~ 2016.04.17,151384,2
11,넌 is 뭔들,마마무 (Mamamoo),Melting,2016.04.11 ~ 2016.04.17,105838,2
12,시간을 달려서 (Rough),여자친구 (GFRIEND),여자친구 3rd Mini Album 'SNOWFLAKE',2016.04.11 ~ 2016.04.17,175161,2
13,어디에도,엠씨더맥스 (M.C the MAX),pathos,2016.04.11 ~ 2016.04.17,255662,2
14,너도 (Feat. Cha Cha Malone),로꼬,너도,2016.04.11 ~ 2016.04.17,63406,2
15,"그대, 바람이 되어",엠씨더맥스 (M.C the MAX),태양의 후예 OST Part.9,2016.04.11 ~ 2016.04.17,40734,2
16,너는 나 나는 너,지코 (ZICO),Break Up 2 Make Up,2016.04.11 ~ 2016.04.17,155166,2
17,같은 곳에서,소녀온탑,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.11 ~ 2016.04.17,95468,2
18,썸타 (Lil' Something),"첸 (CHEN), 헤이즈 (Heize), 바이브",썸타 (Lil' Something) - SM STATION,2016.04.11 ~ 2016.04.17,49279,2
19,사랑하자,SG 워너비,태양의 후예 OST Part.8,2016.04.11 ~ 2016.04.17,79703,2
20,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.04.11 ~ 2016.04.17,345195,2
21,한숨,이하이,SEOULITE,2016.04.11 ~ 2016.04.17,287362,2
22,몇 년 후에,블락비 (Block B),몇 년 후에,2016.04.11 ~ 2016.04.17,63612,2
23,그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡),장범준,장범준 2집,2016.04.11 ~ 2016.04.17,62851,2
24,Yum-Yum (얌얌),7 go up,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.11 ~ 2016.04.17,34195,2
25,봄인가 봐 (Spring Love),"에릭남 (Eric Nam), 웬디 (WENDY)",봄인가 봐 (Spring Love) - SM STATION,2016.04.11 ~ 2016.04.17,119765,2
26,With You,린,태양의 후예 OST Part.7,2016.04.11 ~ 2016.04.17,28049,2
27,잊어버리지마 (Feat. 태연),Crush,잊어버리지마,2016.04.11 ~ 2016.04.17,207900,2
28,PICK ME,PRODUCE 101,PRODUCE 101 - PICK ME,2016.04.11 ~ 2016.04.17,54090,2
29,Boys And Girls (Feat. Babylon),지코 (ZICO),Boys and Girls,2016.04.11 ~ 2016.04.17,170816,2
30,빗속으로,장범준,장범준 2집,2016.04.11 ~ 2016.04.17,29706,2
31,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),여자친구 2nd Mini Album 'Flower Bud',2016.04.11 ~ 2016.04.17,143745,2
32,Rain,태연 (TAEYEON),Rain - SM STATION,2016.04.11 ~ 2016.04.17,191359,2
33,OOH-AHH하게,TWICE (트와이스),THE STORY BEGINS,2016.04.11 ~ 2016.04.17,147550,2
34,야 하고 싶어 (Feat. 시우민 of EXO),지민,야 하고 싶어,2016.04.11 ~ 2016.04.17,57870,2
35,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2016.04.11 ~ 2016.04.17,267462,2
36,Dream (Prod. by 박근태),"수지 (Suzy), 백현 (BAEKHYUN)",Dream,2016.04.11 ~ 2016.04.17,226405,2
37,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.04.11 ~ 2016.04.17,234162,2
38,Crush,아이오아이 (I.O.I),PRODUCE 101 - Crush,2016.04.11 ~ 2016.04.17,29639,2
39,또 다시 사랑,임창정,또 다시 사랑,2016.04.11 ~ 2016.04.17,198652,2
40,Fingertips,Pinkrush,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.11 ~ 2016.04.17,27598,2
41,걱정말아요 그대,이적,응답하라 1988 OST Part.2,2016.04.11 ~ 2016.04.17,185176,2
42,유레카 (Feat. Zion.T),지코 (ZICO),GALLERY,2016.04.11 ~ 2016.04.17,93621,2
43,봄날의 기억,비투비,Remember that,2016.04.11 ~ 2016.04.17,114195,2
44,제주도의 푸른 밤,태연 (TAEYEON),밴드 고맙삼다,2016.04.11 ~ 2016.04.17,103096,2
45,손잡아 줘요,이하이,SEOULITE,2016.04.11 ~ 2016.04.17,49084,2
46,봄비,장범준,장범준 2집,2016.04.11 ~ 2016.04.17,53315,2
47,Walkin' In The Rain,블락비 (Block B),Blooming Period,2016.04.11 ~ 2016.04.17,39391,2
48,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,2016.04.11 ~ 2016.04.17,91931,2
49,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.04.11 ~ 2016.04.17,177218,2
50,스토커,10CM,3.0,2016.04.11 ~ 2016.04.17,283176,2
51,그댄 행복에 살텐데,김범수,투유 프로젝트 - 슈가맨 Part.16,2016.04.11 ~ 2016.04.17,40681,2
52,소녀,오혁,응답하라 1988 OST Part.3,2016.04.11 ~ 2016.04.17,217516,2
53,기대해도 좋은 날,마마무 (Mamamoo),LG G5 & Friends OST,2016.04.11 ~ 2016.04.17,26929,2
54,I Miss You,마마무 (Mamamoo),I Miss You,2016.04.11 ~ 2016.04.17,76304,2
55,Don't Cry (우리 동네 음악대장),하현우 (국카스텐),복면가왕 50회,2016.04.11 ~ 2016.04.17,51963,2
56,또 하루 (Feat. 개코),개리,또 하루,2016.04.11 ~ 2016.04.17,87625,2
57,사랑에 빠져요 (금세 사랑에 빠지는),장범준,장범준 2집,2016.04.11 ~ 2016.04.17,19488,2
58,1cm의 자존심,마마무 (Mamamoo),1cm의 자존심,2016.04.11 ~ 2016.04.17,41483,2
59,살아있네,박진영,Still Alive,2016.04.11 ~ 2016.04.17,10396,2
60,하여가 (何如歌) (우리 동네 음악대장),하현우 (국카스텐),복면가왕 54회,2016.04.11 ~ 2016.04.17,22640,2
61,I'm Not The Only One,Sam Smith,In The Lonely Hour,2016.04.11 ~ 2016.04.17,295528,2
62,사랑이었다 (Song By 태일),블락비 (Block B),Blooming Period,2016.04.11 ~ 2016.04.17,59948,2
63,센치해,WINNER,EXIT : E,2016.04.11 ~ 2016.04.17,84540,2
64,니가 하면 로맨스 (Feat. 다비치),케이윌,니가 하면 로맨스,2016.04.11 ~ 2016.04.17,51717,2
65,Love Yourself,Justin Bieber,Purpose (Deluxe),2016.04.11 ~ 2016.04.17,317253,2
66,Good For You,에릭남 (Eric Nam),INTERVIEW,2016.04.11 ~ 2016.04.17,56759,2
67,우주를 건너,백예린 (Yerin Baek),FRANK,2016.04.11 ~ 2016.04.17,180082,2
68,사랑이었다 (Feat. 루나 of f(x)),지코 (ZICO),Break Up 2 Make Up,2016.04.11 ~ 2016.04.17,122379,2
69,Ah-Choo,러블리즈,Lovelyz8,2016.04.11 ~ 2016.04.17,89971,2
70,질투 (Duet. 키썸),유성은,질투 (Duet. 키썸),2016.04.11 ~ 2016.04.17,21488,2
71,예쁘잖아,기리보이,예쁘잖아,2016.04.11 ~ 2016.04.17,121768,2
72,Don't Matter,화려강산,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.11 ~ 2016.04.17,19388,2
73,아마도 그건,"Crush, 로꼬",투유 프로젝트 - 슈가맨 Part.3,2016.04.11 ~ 2016.04.17,97482,2
74,홍대와 건대 사이,장범준,장범준 2집,2016.04.11 ~ 2016.04.17,33271,2
75,친구라도 될 걸 그랬어,거미,Like Them,2016.04.11 ~ 2016.04.17,91533,2
76,이렇게 예뻤나 (YOU'RE SO FINE),CNBLUE (씨엔블루),BLUEMING,2016.04.11 ~ 2016.04.17,22308,2
77,취향저격,iKON,WELCOME BACK,2016.04.11 ~ 2016.04.17,148612,2
78,I (Feat. 버벌진트),태연 (TAEYEON),I - The 1st Mini Album,2016.04.11 ~ 2016.04.17,230964,2
79,꽃송이가,버스커 버스커,버스커 버스커 1집,2016.04.11 ~ 2016.04.17,102885,2
80,어땠을까,김나영,어땠을까,2016.04.11 ~ 2016.04.17,73861,2
81,Okey Dokey,"MINO (송민호), 지코 (ZICO)",쇼미더머니 4 Episode 6,2016.04.11 ~ 2016.04.17,91396,2
82,No Make Up,Zion.T,No Make Up,2016.04.11 ~ 2016.04.17,167120,2
83,공감 (Feat. 서영은),정준영,공감,2016.04.11 ~ 2016.04.17,81834,2
84,스물셋,아이유,CHAT-SHIRE,2016.04.11 ~ 2016.04.17,195330,2
85,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part.1,2016.04.11 ~ 2016.04.17,93426,2
86,Hello,Adele,Hello,2016.04.11 ~ 2016.04.17,152938,2
87,그녀가 웃었죠,장범준,장범준 2집,2016.04.11 ~ 2016.04.17,11554,2
88,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2016.04.11 ~ 2016.04.17,190941,2
89,심쿵해 (Heart Attack),AOA,Heart Attack,2016.04.11 ~ 2016.04.17,85214,2
90,7월 7일 (One Of These Nights),Red Velvet (레드벨벳),The Velvet - The 2nd Mini Album,2016.04.11 ~ 2016.04.17,70295,2
91,여수 밤바다,버스커 버스커,버스커 버스커 1집,2016.04.11 ~ 2016.04.17,158054,2
92,니꺼내꺼,2BIC(투빅),니꺼내꺼,2016.04.11 ~ 2016.04.17,10057,2
93,24시간,Make Some Noise,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.11 ~ 2016.04.17,15230,2
94,NO눈치 (Feat. Crush),샘김 (Sam Kim),I AM SAM,2016.04.11 ~ 2016.04.17,25358,2
95,무지개 (Feat. 윤닭 Of 오브로젝트),스탠딩 에그,The Artist Diary Project Part.12,2016.04.11 ~ 2016.04.17,53084,2
96,겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5,2016.04.11 ~ 2016.04.17,163142,2
97,떠나야만해,장범준,장범준 2집,2016.04.11 ~ 2016.04.17,16263,2
98,사랑의 바보,더 넛츠 (The NuTs),The Nuts,2016.04.11 ~ 2016.04.17,110975,2
99,회상,장범준,시그널 OST Part.1,2016.04.11 ~ 2016.04.17,60079,2
100,함께,노을,응답하라 1988 OST Part.7,2016.04.11 ~ 2016.04.17,78046,2
1,하늘바라기 (Feat. 하림),정은지,Dream,2016.04.18 ~ 2016.04.24,171120,3
2,봄이 좋냐??,10CM,3.2,2016.04.18 ~ 2016.04.24,191548,3
3,How Can I Love You,XIA (준수),태양의 후예 OST Part.10,2016.04.18 ~ 2016.04.24,73908,3
4,이 사랑,다비치,태양의 후예 OST Part.3,2016.04.18 ~ 2016.04.24,181211,3
5,You Are My Everything,거미,태양의 후예 OST Part.4,2016.04.18 ~ 2016.04.24,144215,3
6,Toy,블락비 (Block B),Blooming Period,2016.04.18 ~ 2016.04.24,131031,3
7,말해! 뭐해?,케이윌,태양의 후예 OST Part.6,2016.04.18 ~ 2016.04.24,123761,3
8,ALWAYS,윤미래,태양의 후예 OST Part.1,2016.04.18 ~ 2016.04.24,134927,3
9,다시 너를,"매드클라운, 김나영",태양의 후예 OST Part.5,2016.04.18 ~ 2016.04.24,91331,3
10,사랑에 빠졌죠 (당신만이),장범준,장범준 2집,2016.04.18 ~ 2016.04.24,72204,3
11,Everytime,"첸 (CHEN), 펀치 (Punch)",태양의 후예 OST Part.2,2016.04.18 ~ 2016.04.24,151384,3
12,넌 is 뭔들,마마무 (Mamamoo),Melting,2016.04.18 ~ 2016.04.24,105838,3
13,사랑하자,SG 워너비,태양의 후예 OST Part.8,2016.04.18 ~ 2016.04.24,79703,3
14,어디에도,엠씨더맥스 (M.C the MAX),pathos,2016.04.18 ~ 2016.04.24,255662,3
15,시간을 달려서 (Rough),여자친구 (GFRIEND),여자친구 3rd Mini Album 'SNOWFLAKE',2016.04.18 ~ 2016.04.24,175161,3
16,"그대, 바람이 되어",엠씨더맥스 (M.C the MAX),태양의 후예 OST Part.9,2016.04.18 ~ 2016.04.24,40734,3
17,너는 나 나는 너,지코 (ZICO),Break Up 2 Make Up,2016.04.18 ~ 2016.04.24,155166,3
18,너도 (Feat. Cha Cha Malone),로꼬,너도,2016.04.18 ~ 2016.04.24,63406,3
19,같은 곳에서,소녀온탑,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.18 ~ 2016.04.24,95468,3
20,한숨,이하이,SEOULITE,2016.04.18 ~ 2016.04.24,287362,3
21,몇 년 후에,블락비 (Block B),몇 년 후에,2016.04.18 ~ 2016.04.24,63612,3
22,썸타 (Lil' Something),"첸 (CHEN), 헤이즈 (Heize), 바이브",썸타 (Lil' Something) - SM STATION,2016.04.18 ~ 2016.04.24,49279,3
23,봄인가 봐 (Spring Love),"에릭남 (Eric Nam), 웬디 (WENDY)",봄인가 봐 (Spring Love) - SM STATION,2016.04.18 ~ 2016.04.24,119765,3
24,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2016.04.18 ~ 2016.04.24,267462,3
25,Boys And Girls (Feat. Babylon),지코 (ZICO),Boys and Girls,2016.04.18 ~ 2016.04.24,170816,3
26,잊어버리지마 (Feat. 태연),Crush,잊어버리지마,2016.04.18 ~ 2016.04.24,207900,3
27,Yum-Yum (얌얌),7 go up,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.18 ~ 2016.04.24,34195,3
28,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2016.04.18 ~ 2016.04.24,345195,3
29,With You,린,태양의 후예 OST Part.7,2016.04.18 ~ 2016.04.24,28049,3
30,PICK ME,PRODUCE 101,PRODUCE 101 - PICK ME,2016.04.18 ~ 2016.04.24,54090,3
31,그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡),장범준,장범준 2집,2016.04.18 ~ 2016.04.24,62851,3
32,OOH-AHH하게,TWICE (트와이스),THE STORY BEGINS,2016.04.18 ~ 2016.04.24,147550,3
33,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),여자친구 2nd Mini Album 'Flower Bud',2016.04.18 ~ 2016.04.24,143745,3
34,1년 365일 (Feat. 거미),바이브,Repeat,2016.04.18 ~ 2016.04.24,17031,3
35,MY STAR,이하이,SEOULITE,2016.04.18 ~ 2016.04.24,32970,3
36,Rain,태연 (TAEYEON),Rain - SM STATION,2016.04.18 ~ 2016.04.24,191359,3
37,또 다시 사랑,임창정,또 다시 사랑,2016.04.18 ~ 2016.04.24,198652,3
38,야 하고 싶어 (Feat. 시우민 of EXO),지민,야 하고 싶어,2016.04.18 ~ 2016.04.24,57870,3
39,Dream (Prod. by 박근태),"수지 (Suzy), 백현 (BAEKHYUN)",Dream,2016.04.18 ~ 2016.04.24,226405,3
40,빗속으로,장범준,장범준 2집,2016.04.18 ~ 2016.04.24,29706,3
41,유레카 (Feat. Zion.T),지코 (ZICO),GALLERY,2016.04.18 ~ 2016.04.24,93621,3
42,네가 손짓해주면,Apink (에이핑크),네가 손짓해주면,2016.04.18 ~ 2016.04.24,26082,3
43,걱정말아요 그대,이적,응답하라 1988 OST Part.2,2016.04.18 ~ 2016.04.24,185176,3
44,Crush,아이오아이 (I.O.I),PRODUCE 101 - Crush,2016.04.18 ~ 2016.04.24,29639,3
45,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2016.04.18 ~ 2016.04.24,234162,3
46,Fingertips,Pinkrush,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.18 ~ 2016.04.24,27598,3
47,스토커,10CM,3.0,2016.04.18 ~ 2016.04.24,283176,3
48,손잡아 줘요,이하이,SEOULITE,2016.04.18 ~ 2016.04.24,49084,3
49,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Bang Bang,2016.04.18 ~ 2016.04.24,91931,3
50,봄날의 기억,비투비,Remember that,2016.04.18 ~ 2016.04.24,114195,3
51,그댄 행복에 살텐데,김범수,투유 프로젝트 - 슈가맨 Part.16,2016.04.18 ~ 2016.04.24,40681,3
52,Love Yourself,Justin Bieber,Purpose (Deluxe),2016.04.18 ~ 2016.04.24,317253,3
53,Walkin' In The Rain,블락비 (Block B),Blooming Period,2016.04.18 ~ 2016.04.24,39391,3
54,소녀,오혁,응답하라 1988 OST Part.3,2016.04.18 ~ 2016.04.24,217516,3
55,I'm Not The Only One,Sam Smith,In The Lonely Hour,2016.04.18 ~ 2016.04.24,295528,3
56,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,2016.04.18 ~ 2016.04.24,177218,3
57,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2016.04.18 ~ 2016.04.24,190941,3
58,Don't Cry (우리 동네 음악대장),하현우 (국카스텐),복면가왕 50회,2016.04.18 ~ 2016.04.24,51963,3
59,Good For You,에릭남 (Eric Nam),INTERVIEW,2016.04.18 ~ 2016.04.24,56759,3
60,I Miss You,마마무 (Mamamoo),I Miss You,2016.04.18 ~ 2016.04.24,76304,3
61,또 하루 (Feat. 개코),개리,또 하루,2016.04.18 ~ 2016.04.24,87625,3
62,제주도의 푸른 밤,태연 (TAEYEON),밴드 고맙삼다,2016.04.18 ~ 2016.04.24,103096,3
63,봄비,장범준,장범준 2집,2016.04.18 ~ 2016.04.24,53315,3
64,사랑이었다 (Feat. 루나 of f(x)),지코 (ZICO),Break Up 2 Make Up,2016.04.18 ~ 2016.04.24,122379,3
65,1cm의 자존심,마마무 (Mamamoo),1cm의 자존심,2016.04.18 ~ 2016.04.24,41483,3
66,센치해,WINNER,EXIT : E,2016.04.18 ~ 2016.04.24,84540,3
67,우주를 건너,백예린 (Yerin Baek),FRANK,2016.04.18 ~ 2016.04.24,180082,3
68,니가 하면 로맨스 (Feat. 다비치),케이윌,니가 하면 로맨스,2016.04.18 ~ 2016.04.24,51717,3
69,친구라도 될 걸 그랬어,거미,Like Them,2016.04.18 ~ 2016.04.24,91533,3
70,아마도 그건,"Crush, 로꼬",투유 프로젝트 - 슈가맨 Part.3,2016.04.18 ~ 2016.04.24,97482,3
71,Ah-Choo,러블리즈,Lovelyz8,2016.04.18 ~ 2016.04.24,89971,3
72,기대해도 좋은 날,마마무 (Mamamoo),LG G5 & Friends OST,2016.04.18 ~ 2016.04.24,26929,3
73,다이너마이트,VIXX (빅스),Zelos,2016.04.18 ~ 2016.04.24,28779,3
74,사랑이었다 (Song By 태일),블락비 (Block B),Blooming Period,2016.04.18 ~ 2016.04.24,59948,3
75,예쁘잖아,기리보이,예쁘잖아,2016.04.18 ~ 2016.04.24,121768,3
76,사랑의 바보,더 넛츠 (The NuTs),The Nuts,2016.04.18 ~ 2016.04.24,110975,3
77,I (Feat. 버벌진트),태연 (TAEYEON),I - The 1st Mini Album,2016.04.18 ~ 2016.04.24,230964,3
78,취향저격,iKON,WELCOME BACK,2016.04.18 ~ 2016.04.24,148612,3
79,이렇게 예뻤나 (YOU'RE SO FINE),CNBLUE (씨엔블루),BLUEMING,2016.04.18 ~ 2016.04.24,22308,3
80,나비무덤,테이크 (TAKE),To Girl,2016.04.18 ~ 2016.04.24,56819,3
81,질투 (Duet. 키썸),유성은,질투 (Duet. 키썸),2016.04.18 ~ 2016.04.24,21488,3
82,하여가 (何如歌) (우리 동네 음악대장),하현우 (국카스텐),복면가왕 54회,2016.04.18 ~ 2016.04.24,22640,3
83,Okey Dokey,"MINO (송민호), 지코 (ZICO)",쇼미더머니 4 Episode 6,2016.04.18 ~ 2016.04.24,91396,3
84,공감 (Feat. 서영은),정준영,공감,2016.04.18 ~ 2016.04.24,81834,3
85,살아있네,박진영,Still Alive,2016.04.18 ~ 2016.04.24,10396,3
86,사랑에 빠져요 (금세 사랑에 빠지는),장범준,장범준 2집,2016.04.18 ~ 2016.04.24,19488,3
87,Hello,Adele,Hello,2016.04.18 ~ 2016.04.24,152938,3
88,Don't Matter,화려강산,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.18 ~ 2016.04.24,19388,3
89,안봐도 비디오 (Feat. BOBBY),이하이,SEOULITE,2016.04.18 ~ 2016.04.24,20872,3
90,스물셋,아이유,CHAT-SHIRE,2016.04.18 ~ 2016.04.24,195330,3
91,No Make Up,Zion.T,No Make Up,2016.04.18 ~ 2016.04.24,167120,3
92,그녀를 찾아주세요,더 네임,In The Name Of Love (The Name Best & New),2016.04.18 ~ 2016.04.24,69256,3
93,어린애(愛),"쀼 (육성재, 조이)",어린愛,2016.04.18 ~ 2016.04.24,27829,3
94,사랑은 바람처럼,정은지,Dream,2016.04.18 ~ 2016.04.24,15410,3
95,심쿵해 (Heart Attack),AOA,Heart Attack,2016.04.18 ~ 2016.04.24,85214,3
96,어땠을까,김나영,어땠을까,2016.04.18 ~ 2016.04.24,73861,3
97,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part.1,2016.04.18 ~ 2016.04.24,93426,3
98,홍대와 건대 사이,장범준,장범준 2집,2016.04.18 ~ 2016.04.24,33271,3
99,문 열어봐 (Here I am),예성 (YESUNG),Here I am - The 1st Mini Album,2016.04.18 ~ 2016.04.24,20486,3
100,겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5,2016.04.18 ~ 2016.04.24,163142,3
1,CHEER UP,TWICE (트와이스),PAGE TWO,2016.04.25 ~ 2016.05.01,215829,4
2,하늘바라기 (Feat. 하림),정은지,Dream,2016.04.25 ~ 2016.05.01,171120,4
3,봄이 좋냐??,10CM,3.2,2016.04.25 ~ 2016.05.01,191548,4
4,이 사랑,다비치,태양의 후예 OST Part.3,2016.04.25 ~ 2016.05.01,181211,4
5,Toy,블락비 (Block B),Blooming Period,2016.04.25 ~ 2016.05.01,131031,4
6,You Are My Everything,거미,태양의 후예 OST Part.4,2016.04.25 ~ 2016.05.01,144215,4
7,내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태),에디킴,내 입술 따뜻한 커피처럼,2016.04.25 ~ 2016.05.01,75099,4
8,말해! 뭐해?,케이윌,태양의 후예 OST Part.6,2016.04.25 ~ 2016.05.01,123761,4
9,How Can I Love You,XIA (준수),태양의 후예 OST Part.10,2016.04.25 ~ 2016.05.01,73908,4
10,ALWAYS,윤미래,태양의 후예 OST Part.1,2016.04.25 ~ 2016.05.01,134927,4
11,어디에도,엠씨더맥스 (M.C the MAX),pathos,2016.04.25 ~ 2016.05.01,255662,4
12,사랑하자,SG 워너비,태양의 후예 OST Part.8,2016.04.25 ~ 2016.05.01,79703,4
13,넌 is 뭔들,마마무 (Mamamoo),Melting,2016.04.25 ~ 2016.05.01,105838,4
14,다시 너를,"매드클라운, 김나영",태양의 후예 OST Part.5,2016.04.25 ~ 2016.05.01,91331,4
15,시간을 달려서 (Rough),여자친구 (GFRIEND),여자친구 3rd Mini Album 'SNOWFLAKE',2016.04.25 ~ 2016.05.01,175161,4
16,사랑에 빠졌죠 (당신만이),장범준,장범준 2집,2016.04.25 ~ 2016.05.01,72204,4
17,Everytime,"첸 (CHEN), 펀치 (Punch)",태양의 후예 OST Part.2,2016.04.25 ~ 2016.05.01,151384,4
18,너는 나 나는 너,지코 (ZICO),Break Up 2 Make Up,2016.04.25 ~ 2016.05.01,155166,4
19,"그대, 바람이 되어",엠씨더맥스 (M.C the MAX),태양의 후예 OST Part.9,2016.04.25 ~ 2016.05.01,40734,4
20,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2016.04.25 ~ 2016.05.01,267462,4
21,한숨,이하이,SEOULITE,2016.04.25 ~ 2016.05.01,287362,4
22,같은 곳에서,소녀온탑,PRODUCE 101 - 35 Girls 5 Concepts,2016.04.25 ~ 2016.05.01,95468,4
23,너도 (Feat. Cha Cha Malone),로꼬,너도,2016.04.25 ~ 2016.05.01,63406,4
24,Boys And Girls (Feat. Babylon),지코 (ZICO),Boys and Girls,2016.04.25 ~ 2016.05.01,170816,4
25,1년 365일 (Feat. 거미),바이브,Repeat,2016.04.25 ~ 2016.05.01,17031,4
26,OOH-AHH하게,TWICE (트와이스),THE STORY BEGINS,2016.04.25 ~ 2016.05.01,147550,4
27,잊어버리지마 (Feat. 태연),Crush,잊어버리지마,2016.04.25 ~ 2016.05.01,207900,4
28,몇 년 후에,블락비 (Block B),몇 년 후에,2016.04.25 ~ 2016.05.01,63612,4
