rank,title,singer,album,date,like,year,month,day,week,season
26,불장난,BLACKPINK,SQUARE TWO,2017.03.06,207681,2017,3,6,2,0
27,심술,볼빨간사춘기,Half Album RED ICKLE,2017.03.06,156660,2017,3,6,2,0
28,이쁘다니까,에디킴,도깨비 OST Part.5,2017.03.06,106104,2017,3,6,2,0
29,Complex (feat. G-DRAGON),Zion.T,OO,2017.03.06,82342,2017,3,6,2,0
30,언젠가 (SOMEDAY),비투비,Feel'eM,2017.03.06,96602,2017,3,6,2,0
31,넘어와 (Feat. 백예린),DEAN,limbo,2017.03.06,145516,2017,3,6,2,0
32,당신의 밤 (Feat. 오혁),황광희 X 개코,무한도전 위대한 유산,2017.03.06,121138,2017,3,6,2,0
33,그대라는 사치,한동근,The 3rd Digital Single '그대라는 사치',2017.03.06,208270,2017,3,6,2,0
34,저 별,헤이즈 (Heize),저 별,2017.03.06,164222,2017,3,6,2,0
35,Who Are You,샘김 (Sam Kim),도깨비 OST Part.6,2017.03.06,109315,2017,3,6,2,0
36,마에스트로 (Maestro),창모 (CHANGMO),돈 벌 시간 2,2017.03.06,131918,2017,3,6,2,0
38,미안해 (feat. Beenzino),Zion.T,OO,2017.03.06,48143,2017,3,6,2,0
39,"All I Wanna Do (K) (Feat. Hoody, Loco)",박재범,EVERYTHING YOU WANTED,2017.03.06,247466,2017,3,6,2,0
40,이 소설의 끝을 다시 써보려 해,한동근,The 1st Digital Single '이 소설의 끝을 다시 써보려 해',2017.03.06,243294,2017,3,6,2,0
41,행복한 척,수지 (Suzy),Yes? No?,2017.03.06,104446,2017,3,6,2,0
42,Excuse Me,AOA,AOA 1st Album ANGEL'S KNOCK,2017.03.06,42154,2017,3,6,2,0
43,You(=I),볼빨간사춘기,Full Album RED PLANET,2017.03.06,146548,2017,3,6,2,0
44,LAST DANCE,BIGBANG (빅뱅),MADE,2017.03.06,186772,2017,3,6,2,0
45,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2017.03.06,190946,2017,3,6,2,0
46,첫 눈,정준일,도깨비 OST Part.8,2017.03.06,114432,2017,3,6,2,0
47,이 바보야,정승환,목소리,2017.03.06,137275,2017,3,6,2,0
48,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),Russian Roulette - The 3rd Mini Album,2017.03.06,180307,2017,3,6,2,0
49,내가 저지른 사랑,임창정,I'M,2017.03.06,240444,2017,3,6,2,0
50,소원,어반자카파,도깨비 OST Part.10,2017.03.06,51756,2017,3,6,2,0
51,Not Today,방탄소년단,YOU NEVER WALK ALONE,2017.03.06,187742,2017,3,6,2,0
52,널 사랑하지 않아,어반자카파,STILL,2017.03.06,216981,2017,3,6,2,0
53,CHEER UP,TWICE (트와이스),PAGE TWO,2017.03.06,215834,2017,3,6,2,0
54,11:11,태연 (TAEYEON),11:11,2017.03.06,217214,2017,3,6,2,0
55,너무너무너무,아이오아이 (I.O.I),miss me?,2017.03.06,111662,2017,3,6,2,0
56,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2017.03.06,267474,2017,3,6,2,0
58,꽃길 (Prod. By ZICO),김세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,2017.03.06,175779,2017,3,6,2,0
59,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.06,345228,2017,3,6,2,0
61,너였다면,정승환,또 오해영 OST Part.5,2017.03.06,248273,2017,3,6,2,0
62,숨,박효신,I am A Dreamer,2017.03.06,222708,2017,3,6,2,0
63,나비잠 (Sweet Dream),"김희철, 민경훈",나비잠 (Sweet Dream) - SM STATION,2017.03.06,121445,2017,3,6,2,0
64,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",지코 (ZICO),BERMUDA TRIANGLE,2017.03.06,114550,2017,3,6,2,0
65,내 눈에만 보여,10CM,도깨비 OST Part.2,2017.03.06,61231,2017,3,6,2,0
66,기다리지 말아요,"박원, 수지 (Suzy)",기다리지 말아요,2017.03.06,26512,2017,3,6,2,0
67,I'm Not The Only One,Sam Smith,In The Lonely Hour,2017.03.06,295543,2017,3,6,2,0
68,최고의 선물 (Prod. by PSY),비,최고의 선물,2017.03.06,37283,2017,3,6,2,0
69,소나기,아이오아이 (I.O.I),소나기,2017.03.06,198651,2017,3,6,2,0
70,좋아해 (bye),CHEEZE (치즈),좋아해 (bye),2017.03.06,103860,2017,3,6,2,0
71,휘파람,BLACKPINK,SQUARE ONE,2017.03.06,164054,2017,3,6,2,0
72,목요일 밤 (Feat. 빈지노),어반자카파,목요일 밤,2017.03.06,140002,2017,3,6,2,0
73,반창고,"MC몽, 허각",반창고,2017.03.06,27572,2017,3,6,2,0
75,Round and round (Feat. 한수지),헤이즈 (Heize),도깨비 OST Part.14,2017.03.06,51217,2017,3,6,2,0
76,Let Me Love You,"정기고, 찬열 (CHANYEOL)",Let Me Love You,2017.03.06,40868,2017,3,6,2,0
77,Hush,Lasse Lindh,도깨비 OST Part.3,2017.03.06,96328,2017,3,6,2,0
78,ABOUT TIME,비투비,Feel'eM,2017.03.06,33119,2017,3,6,2,0
79,WoW!,러블리즈,Lovelyz 2nd Album 'R U Ready?',2017.03.06,25718,2017,3,6,2,0
80,기도 (I'll Be Your Man),비투비,NEW MEN,2017.03.06,104524,2017,3,6,2,0
81,Cover Up,태연 (TAEYEON),My Voice - The 1st Album,2017.03.06,41559,2017,3,6,2,0
82,Monster,EXO,EX'ACT - The 3rd Album,2017.03.06,160359,2017,3,6,2,0
83,"혼자, 한잔",허각,戀書 (연서),2017.03.06,64433,2017,3,6,2,0
84,쏘아,하하 X MINO,무한도전 위대한 유산,2017.03.06,43428,2017,3,6,2,0
85,"유후 (You, Who?)","에릭남 (Eric Nam), 전소미","유후 (You, Who?)",2017.03.06,35459,2017,3,6,2,0
86,For Life,EXO,"For Life - 겨울 스페셜 앨범, 2016",2017.03.06,101993,2017,3,6,2,0
87,날개 (Feel So Fine),태연 (TAEYEON),My Voice - The 1st Album,2017.03.06,45162,2017,3,6,2,0
88,GIRLFRIEND,BIGBANG (빅뱅),MADE,2017.03.06,67061,2017,3,6,2,0
89,안녕 못해 (I'm Not Okay),첸 (CHEN),안녕 못해 - 미씽나인 OST,2017.03.06,39627,2017,3,6,2,0
90,봄날의 기억,비투비,Remember that,2017.03.06,114204,2017,3,6,2,0
91,A Supplementary Story : You Never Walk Alone,방탄소년단,YOU NEVER WALK ALONE,2017.03.06,112515,2017,3,6,2,0
92,Lotto,EXO,LOTTO - The 3rd Album Repackage,2017.03.06,126929,2017,3,6,2,0
93,Outro : Wings,방탄소년단,YOU NEVER WALK ALONE,2017.03.06,138029,2017,3,6,2,0
94,Day Day (Feat. 박재범) (Prod. by GRAY),BewhY (비와이),쇼미더머니 5 Episode 4,2017.03.06,122372,2017,3,6,2,0
95,말만 해,비투비,Feel'eM,2017.03.06,29575,2017,3,6,2,0
96,낡은 그리움,에일리(Ailee),낡은 그리움,2017.03.06,9750,2017,3,6,2,0
97,바람의 노래 (Hear The Wind Sing),여자친구 (GFRIEND),여자친구 The 4th Mini Album 'THE AWAKENING',2017.03.06,21929,2017,3,6,2,0
98,I Got Love,태연 (TAEYEON),My Voice - The 1st Album,2017.03.06,26377,2017,3,6,2,0
100,끝,권진아,웃긴 밤,2017.03.06,166867,2017,3,6,2,0
1,부담이 돼 (Feat. 휘인 Of 마마무),정키,EMPTY,2017.03.13,133322,2017,3,13,3,0
2,KNOCK KNOCK,TWICE (트와이스),TWICEcoaster : LANE 2,2017.03.13,165099,2017,3,13,3,0
4,Fine,태연 (TAEYEON),My Voice - The 1st Album,2017.03.13,200846,2017,3,13,3,0
5,Rookie,Red Velvet (레드벨벳),Rookie - The 4th Mini Album,2017.03.13,135912,2017,3,13,3,0
6,좋다고 말해,볼빨간사춘기,Full Album RED PLANET 'Hidden Track',2017.03.13,237873,2017,3,13,3,0
8,오랜 날 오랜 밤,AKMU (악뮤),사춘기 하 (思春記 下),2017.03.13,245250,2017,3,13,3,0
9,YESTERDAY,블락비 (Block B),YESTERDAY,2017.03.13,135995,2017,3,13,3,0
12,비가와 (Rain),"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,2017.03.13,130990,2017,3,13,3,0
13,노래,Zion.T,OO,2017.03.13,90360,2017,3,13,3,0
15,오빠야,신현희와김루트,신현희와김루트,2017.03.13,134613,2017,3,13,3,0
16,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part.1,2017.03.13,225871,2017,3,13,3,0
17,에라 모르겠다,BIGBANG (빅뱅),MADE,2017.03.13,183650,2017,3,13,3,0
18,FINGERTIP,여자친구 (GFRIEND),여자친구 The 4th Mini Album 'THE AWAKENING',2017.03.13,64447,2017,3,13,3,0
19,우주를 줄게,볼빨간사춘기,Full Album RED PLANET,2017.03.13,301575,2017,3,13,3,0
20,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운,우리집을 못 찾겠군요,2017.03.13,113550,2017,3,13,3,0
21,TT,TWICE (트와이스),TWICEcoaster : LANE 1,2017.03.13,189407,2017,3,13,3,0
23,Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY,2017.03.13,155262,2017,3,13,3,0
24,I Miss You,소유 (SOYOU),도깨비 OST Part.7,2017.03.13,142033,2017,3,13,3,0
25,불장난,BLACKPINK,SQUARE TWO,2017.03.13,207681,2017,3,13,3,0
26,기다렸다 가,"다이나믹 듀오, 첸 (CHEN)",Mixxxture Project Vol.1,2017.03.13,104401,2017,3,13,3,0
27,심술,볼빨간사춘기,Half Album RED ICKLE,2017.03.13,156660,2017,3,13,3,0
28,이쁘다니까,에디킴,도깨비 OST Part.5,2017.03.13,106104,2017,3,13,3,0
29,그대라는 사치,한동근,The 3rd Digital Single '그대라는 사치',2017.03.13,208270,2017,3,13,3,0
30,마에스트로 (Maestro),창모 (CHANGMO),돈 벌 시간 2,2017.03.13,131918,2017,3,13,3,0
31,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.13,345228,2017,3,13,3,0
32,넘어와 (Feat. 백예린),DEAN,limbo,2017.03.13,145516,2017,3,13,3,0
33,당신의 밤 (Feat. 오혁),황광희 X 개코,무한도전 위대한 유산,2017.03.13,121138,2017,3,13,3,0
34,언젠가 (SOMEDAY),비투비,Feel'eM,2017.03.13,96602,2017,3,13,3,0
35,Complex (feat. G-DRAGON),Zion.T,OO,2017.03.13,82342,2017,3,13,3,0
36,저 별,헤이즈 (Heize),저 별,2017.03.13,164222,2017,3,13,3,0
37,바램,정준일,더 아름다운 것,2017.03.13,44295,2017,3,13,3,0
38,"All I Wanna Do (K) (Feat. Hoody, Loco)",박재범,EVERYTHING YOU WANTED,2017.03.13,247466,2017,3,13,3,0
39,이 소설의 끝을 다시 써보려 해,한동근,The 1st Digital Single '이 소설의 끝을 다시 써보려 해',2017.03.13,243294,2017,3,13,3,0
40,You(=I),볼빨간사춘기,Full Album RED PLANET,2017.03.13,146548,2017,3,13,3,0
41,아름답다,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.13,51782,2017,3,13,3,0
42,Who Are You,샘김 (Sam Kim),도깨비 OST Part.6,2017.03.13,109315,2017,3,13,3,0
43,첫 눈,정준일,도깨비 OST Part.8,2017.03.13,114432,2017,3,13,3,0
44,Excuse Me,AOA,AOA 1st Album ANGEL'S KNOCK,2017.03.13,42154,2017,3,13,3,0
45,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2017.03.13,190946,2017,3,13,3,0
47,미안해 (feat. Beenzino),Zion.T,OO,2017.03.13,48143,2017,3,13,3,0
48,LAST DANCE,BIGBANG (빅뱅),MADE,2017.03.13,186772,2017,3,13,3,0
49,행복한 척,수지 (Suzy),Yes? No?,2017.03.13,104446,2017,3,13,3,0
50,내가 저지른 사랑,임창정,I'M,2017.03.13,240444,2017,3,13,3,0
51,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),Russian Roulette - The 3rd Mini Album,2017.03.13,180307,2017,3,13,3,0
52,이 바보야,정승환,목소리,2017.03.13,137275,2017,3,13,3,0
53,CHEER UP,TWICE (트와이스),PAGE TWO,2017.03.13,215834,2017,3,13,3,0
54,널 사랑하지 않아,어반자카파,STILL,2017.03.13,216981,2017,3,13,3,0
56,소원,어반자카파,도깨비 OST Part.10,2017.03.13,51756,2017,3,13,3,0
57,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2017.03.13,267474,2017,3,13,3,0
58,11:11,태연 (TAEYEON),11:11,2017.03.13,217214,2017,3,13,3,0
59,너무너무너무,아이오아이 (I.O.I),miss me?,2017.03.13,111662,2017,3,13,3,0
61,Not Today,방탄소년단,YOU NEVER WALK ALONE,2017.03.13,187742,2017,3,13,3,0
62,너였다면,정승환,또 오해영 OST Part.5,2017.03.13,248273,2017,3,13,3,0
63,꽃길 (Prod. By ZICO),김세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,2017.03.13,175779,2017,3,13,3,0
65,숨,박효신,I am A Dreamer,2017.03.13,222708,2017,3,13,3,0
66,나비잠 (Sweet Dream),"김희철, 민경훈",나비잠 (Sweet Dream) - SM STATION,2017.03.13,121445,2017,3,13,3,0
67,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",지코 (ZICO),BERMUDA TRIANGLE,2017.03.13,114550,2017,3,13,3,0
68,I'm Not The Only One,Sam Smith,In The Lonely Hour,2017.03.13,295543,2017,3,13,3,0
69,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.03.13,234205,2017,3,13,3,0
70,내 눈에만 보여,10CM,도깨비 OST Part.2,2017.03.13,61231,2017,3,13,3,0
71,"유후 (You, Who?)","에릭남 (Eric Nam), 전소미","유후 (You, Who?)",2017.03.13,35459,2017,3,13,3,0
72,목요일 밤 (Feat. 빈지노),어반자카파,목요일 밤,2017.03.13,140002,2017,3,13,3,0
73,기도 (I'll Be Your Man),비투비,NEW MEN,2017.03.13,104524,2017,3,13,3,0
74,휘파람,BLACKPINK,SQUARE ONE,2017.03.13,164054,2017,3,13,3,0
75,소나기,아이오아이 (I.O.I),소나기,2017.03.13,198651,2017,3,13,3,0
76,최고의 선물 (Prod. by PSY),비,최고의 선물,2017.03.13,37283,2017,3,13,3,0
77,반창고,"MC몽, 허각",반창고,2017.03.13,27572,2017,3,13,3,0
78,기다리지 말아요,"박원, 수지 (Suzy)",기다리지 말아요,2017.03.13,26512,2017,3,13,3,0
79,좋아해 (bye),CHEEZE (치즈),좋아해 (bye),2017.03.13,103860,2017,3,13,3,0
80,사랑은 지옥에서 온 개 (Feat. 수란),매드클라운,사랑은 지옥에서 온 개,2017.03.13,41156,2017,3,13,3,0
81,봄날의 기억,비투비,Remember that,2017.03.13,114204,2017,3,13,3,0
83,왜 또 봄이야,"차오루, 키썸 (Kisum), 예린 (YERIN)",왜 또 봄이야,2017.03.13,21183,2017,3,13,3,0
84,그리워요 (Girlfriend),헨리 (HENRY),그리워요 (Girlfriend),2017.03.13,53312,2017,3,13,3,0
85,WoW!,러블리즈,Lovelyz 2nd Album 'R U Ready?',2017.03.13,25718,2017,3,13,3,0
86,Monster,EXO,EX'ACT - The 3rd Album,2017.03.13,160359,2017,3,13,3,0
87,"혼자, 한잔",허각,戀書 (연서),2017.03.13,64433,2017,3,13,3,0
88,Round and round (Feat. 한수지),헤이즈 (Heize),도깨비 OST Part.14,2017.03.13,51217,2017,3,13,3,0
89,"그때, 우리로",장덕철,"그때, 우리로",2017.03.13,41080,2017,3,13,3,0
90,아름다워,창모 (CHANGMO),돈 벌 시간 2,2017.03.13,218997,2017,3,13,3,0
91,Let Me Love You,"정기고, 찬열 (CHANYEOL)",Let Me Love You,2017.03.13,40868,2017,3,13,3,0
92,ABOUT TIME,비투비,Feel'eM,2017.03.13,33119,2017,3,13,3,0
93,Hush,Lasse Lindh,도깨비 OST Part.3,2017.03.13,96328,2017,3,13,3,0
94,For Life,EXO,"For Life - 겨울 스페셜 앨범, 2016",2017.03.13,101993,2017,3,13,3,0
95,안아줘,정준일,Lo9ve3r4s,2017.03.13,244296,2017,3,13,3,0
96,네 생각 나더라,스탠딩 에그,First Love,2017.03.13,17748,2017,3,13,3,0
97,안녕 못해 (I'm Not Okay),첸 (CHEN),안녕 못해 - 미씽나인 OST,2017.03.13,39627,2017,3,13,3,0
98,Cover Up,태연 (TAEYEON),My Voice - The 1st Album,2017.03.13,41559,2017,3,13,3,0
99,Day Day (Feat. 박재범) (Prod. by GRAY),BewhY (비와이),쇼미더머니 5 Episode 4,2017.03.13,122372,2017,3,13,3,0
100,말만 해,비투비,Feel'eM,2017.03.13,29575,2017,3,13,3,0
1,얼굴 찌푸리지 말아요,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.20,129256,2017,3,20,4,0
2,KNOCK KNOCK,TWICE (트와이스),TWICEcoaster : LANE 2,2017.03.20,165099,2017,3,20,4,0
4,부담이 돼 (Feat. 휘인 Of 마마무),정키,EMPTY,2017.03.20,133322,2017,3,20,4,0
5,Fine,태연 (TAEYEON),My Voice - The 1st Album,2017.03.20,200846,2017,3,20,4,0
8,좋다고 말해,볼빨간사춘기,Full Album RED PLANET 'Hidden Track',2017.03.20,237873,2017,3,20,4,0
9,Rookie,Red Velvet (레드벨벳),Rookie - The 4th Mini Album,2017.03.20,135912,2017,3,20,4,0
10,오랜 날 오랜 밤,AKMU (악뮤),사춘기 하 (思春記 下),2017.03.20,245250,2017,3,20,4,0
12,YESTERDAY,블락비 (Block B),YESTERDAY,2017.03.20,135995,2017,3,20,4,0
14,비가와 (Rain),"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,2017.03.20,130990,2017,3,20,4,0
16,오빠야,신현희와김루트,신현희와김루트,2017.03.20,134613,2017,3,20,4,0
17,노래,Zion.T,OO,2017.03.20,90360,2017,3,20,4,0
18,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part.1,2017.03.20,225871,2017,3,20,4,0
19,FINGERTIP,여자친구 (GFRIEND),여자친구 The 4th Mini Album 'THE AWAKENING',2017.03.20,64447,2017,3,20,4,0
20,아름답다,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.20,51782,2017,3,20,4,0
21,우주를 줄게,볼빨간사춘기,Full Album RED PLANET,2017.03.20,301575,2017,3,20,4,0
22,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운,우리집을 못 찾겠군요,2017.03.20,113550,2017,3,20,4,0
23,에라 모르겠다,BIGBANG (빅뱅),MADE,2017.03.20,183650,2017,3,20,4,0
24,TT,TWICE (트와이스),TWICEcoaster : LANE 1,2017.03.20,189407,2017,3,20,4,0
26,Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY,2017.03.20,155262,2017,3,20,4,0
27,심술,볼빨간사춘기,Half Album RED ICKLE,2017.03.20,156660,2017,3,20,4,0
28,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2017.03.20,345228,2017,3,20,4,0
29,I Miss You,소유 (SOYOU),도깨비 OST Part.7,2017.03.20,142033,2017,3,20,4,0
30,불장난,BLACKPINK,SQUARE TWO,2017.03.20,207681,2017,3,20,4,0
31,그리워요 (Girlfriend),헨리 (HENRY),그리워요 (Girlfriend),2017.03.20,53312,2017,3,20,4,0
32,이쁘다니까,에디킴,도깨비 OST Part.5,2017.03.20,106104,2017,3,20,4,0
33,마에스트로 (Maestro),창모 (CHANGMO),돈 벌 시간 2,2017.03.20,131918,2017,3,20,4,0
34,그대라는 사치,한동근,The 3rd Digital Single '그대라는 사치',2017.03.20,208270,2017,3,20,4,0
35,기다렸다 가,"다이나믹 듀오, 첸 (CHEN)",Mixxxture Project Vol.1,2017.03.20,104401,2017,3,20,4,0
36,넘어와 (Feat. 백예린),DEAN,limbo,2017.03.20,145516,2017,3,20,4,0
37,당신의 밤 (Feat. 오혁),황광희 X 개코,무한도전 위대한 유산,2017.03.20,121138,2017,3,20,4,0
38,이 소설의 끝을 다시 써보려 해,한동근,The 1st Digital Single '이 소설의 끝을 다시 써보려 해',2017.03.20,243294,2017,3,20,4,0
39,저 별,헤이즈 (Heize),저 별,2017.03.20,164222,2017,3,20,4,0
40,You(=I),볼빨간사춘기,Full Album RED PLANET,2017.03.20,146548,2017,3,20,4,0
41,"All I Wanna Do (K) (Feat. Hoody, Loco)",박재범,EVERYTHING YOU WANTED,2017.03.20,247466,2017,3,20,4,0
42,언젠가 (SOMEDAY),비투비,Feel'eM,2017.03.20,96602,2017,3,20,4,0
43,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2017.03.20,234205,2017,3,20,4,0
44,Bunzi (번지),"기리보이, 서출구, 양홍원",고등래퍼 지역대항전 Part.2,2017.03.20,33220,2017,3,20,4,0
45,Complex (feat. G-DRAGON),Zion.T,OO,2017.03.20,82342,2017,3,20,4,0
46,첫 눈,정준일,도깨비 OST Part.8,2017.03.20,114432,2017,3,20,4,0
47,내가 저지른 사랑,임창정,I'M,2017.03.20,240444,2017,3,20,4,0
48,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),돌아오지마,2017.03.20,190946,2017,3,20,4,0
49,Who Are You,샘김 (Sam Kim),도깨비 OST Part.6,2017.03.20,109315,2017,3,20,4,0
50,바램,정준일,더 아름다운 것,2017.03.20,44295,2017,3,20,4,0
51,Excuse Me,AOA,AOA 1st Album ANGEL'S KNOCK,2017.03.20,42154,2017,3,20,4,0
53,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),Russian Roulette - The 3rd Mini Album,2017.03.20,180307,2017,3,20,4,0
54,행복한 척,수지 (Suzy),Yes? No?,2017.03.20,104446,2017,3,20,4,0
55,이 바보야,정승환,목소리,2017.03.20,137275,2017,3,20,4,0
56,LAST DANCE,BIGBANG (빅뱅),MADE,2017.03.20,186772,2017,3,20,4,0
59,널 사랑하지 않아,어반자카파,STILL,2017.03.20,216981,2017,3,20,4,0
60,CHEER UP,TWICE (트와이스),PAGE TWO,2017.03.20,215834,2017,3,20,4,0
61,D (half moon) (Feat. 개코),DEAN,130 Mood : TRBL,2017.03.20,267474,2017,3,20,4,0
62,미안해 (feat. Beenzino),Zion.T,OO,2017.03.20,48143,2017,3,20,4,0
63,11:11,태연 (TAEYEON),11:11,2017.03.20,217214,2017,3,20,4,0
65,너무너무너무,아이오아이 (I.O.I),miss me?,2017.03.20,111662,2017,3,20,4,0
66,너였다면,정승환,또 오해영 OST Part.5,2017.03.20,248273,2017,3,20,4,0
67,소원,어반자카파,도깨비 OST Part.10,2017.03.20,51756,2017,3,20,4,0
68,숨,박효신,I am A Dreamer,2017.03.20,222708,2017,3,20,4,0
69,꽃길 (Prod. By ZICO),김세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,2017.03.20,175779,2017,3,20,4,0
70,사랑은 지옥에서 온 개 (Feat. 수란),매드클라운,사랑은 지옥에서 온 개,2017.03.20,41156,2017,3,20,4,0
71,I'm Not The Only One,Sam Smith,In The Lonely Hour,2017.03.20,295543,2017,3,20,4,0
72,Not Today,방탄소년단,YOU NEVER WALK ALONE,2017.03.20,187742,2017,3,20,4,0
73,나비잠 (Sweet Dream),"김희철, 민경훈",나비잠 (Sweet Dream) - SM STATION,2017.03.20,121445,2017,3,20,4,0
74,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",지코 (ZICO),BERMUDA TRIANGLE,2017.03.20,114550,2017,3,20,4,0
75,왜 또 봄이야,"차오루, 키썸 (Kisum), 예린 (YERIN)",왜 또 봄이야,2017.03.20,21183,2017,3,20,4,0
76,목요일 밤 (Feat. 빈지노),어반자카파,목요일 밤,2017.03.20,140002,2017,3,20,4,0
77,기도 (I'll Be Your Man),비투비,NEW MEN,2017.03.20,104524,2017,3,20,4,0
78,네 생각 나더라,스탠딩 에그,First Love,2017.03.20,17748,2017,3,20,4,0
80,"유후 (You, Who?)","에릭남 (Eric Nam), 전소미","유후 (You, Who?)",2017.03.20,35459,2017,3,20,4,0
81,아름다워,창모 (CHANGMO),돈 벌 시간 2,2017.03.20,218997,2017,3,20,4,0
82,내 눈에만 보여,10CM,도깨비 OST Part.2,2017.03.20,61231,2017,3,20,4,0
83,봄날의 기억,비투비,Remember that,2017.03.20,114204,2017,3,20,4,0
84,소나기,아이오아이 (I.O.I),소나기,2017.03.20,198651,2017,3,20,4,0
85,휘파람,BLACKPINK,SQUARE ONE,2017.03.20,164054,2017,3,20,4,0
86,시작,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.20,25701,2017,3,20,4,0
87,"그때, 우리로",장덕철,"그때, 우리로",2017.03.20,41080,2017,3,20,4,0
88,봄이 좋냐??,10CM,3.2,2017.03.20,191569,2017,3,20,4,0
89,5분만 더 (Feat. 빈지노),산체스 (Sanchez),5분만 더 (Feat. 빈지노),2017.03.20,16655,2017,3,20,4,0
90,위험해,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.20,25951,2017,3,20,4,0
91,반창고,"MC몽, 허각",반창고,2017.03.20,27572,2017,3,20,4,0
92,기다리지 말아요,"박원, 수지 (Suzy)",기다리지 말아요,2017.03.20,26512,2017,3,20,4,0
93,Monster,EXO,EX'ACT - The 3rd Album,2017.03.20,160359,2017,3,20,4,0
94,헷갈리게 (Between Us),CNBLUE (씨엔블루),CNBLUE 7TH MINI ALBUM 7℃N,2017.03.20,10221,2017,3,20,4,0
95,안아줘,정준일,Lo9ve3r4s,2017.03.20,244296,2017,3,20,4,0
96,최고의 선물 (Prod. by PSY),비,최고의 선물,2017.03.20,37283,2017,3,20,4,0
97,WoW!,러블리즈,Lovelyz 2nd Album 'R U Ready?',2017.03.20,25718,2017,3,20,4,0
98,CAN YOU FEEL IT?,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.20,24945,2017,3,20,4,0
99,여우야,조이 (JOY),그녀는 거짓말을 너무 사랑해 OST Part.1,2017.03.20,62595,2017,3,20,4,0
2,얼굴 찌푸리지 말아요,하이라이트 (HIGHLIGHT),CAN YOU FEEL IT?,2017.03.27,129256,2017,3,27,5,0
3,KNOCK KNOCK,TWICE (트와이스),TWICEcoaster : LANE 2,2017.03.27,165099,2017,3,27,5,0
5,부담이 돼 (Feat. 휘인 Of 마마무),정키,EMPTY,2017.03.27,133322,2017,3,27,5,0
7,Fine,태연 (TAEYEON),My Voice - The 1st Album,2017.03.27,200846,2017,3,27,5,0
8,좋다고 말해,볼빨간사춘기,Full Album RED PLANET 'Hidden Track',2017.03.27,237873,2017,3,27,5,0
9,Rookie,Red Velvet (레드벨벳),Rookie - The 4th Mini Album,2017.03.27,135912,2017,3,27,5,0
10,오랜 날 오랜 밤,AKMU (악뮤),사춘기 하 (思春記 下),2017.03.27,245250,2017,3,27,5,0
13,YESTERDAY,블락비 (Block B),YESTERDAY,2017.03.27,135995,2017,3,27,5,0
14,비가와 (Rain),"소유 (SOYOU), 백현 (BAEKHYUN)",비가와,2017.03.27,130990,2017,3,27,5,0
16,오빠야,신현희와김루트,신현희와김루트,2017.03.27,134613,2017,3,27,5,0
17,우주를 줄게,볼빨간사춘기,Full Album RED PLANET,2017.03.27,301575,2017,3,27,5,0
18,FINGERTIP,여자친구 (GFRIEND),여자친구 The 4th Mini Album 'THE AWAKENING',2017.03.27,64447,2017,3,27,5,0
19,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part.1,2017.03.27,225871,2017,3,27,5,0
20,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운,우리집을 못 찾겠군요,2017.03.27,113550,2017,3,27,5,0
21,노래,Zion.T,OO,2017.03.27,90360,2017,3,27,5,0
