rank,title,singer,album,date,like,month,year,season
38,쓰담쓰담,10CM,3.0,2015.01.12.03,59094,1,2015,winter
39,손대지마,에일리(Ailee),Magazine,2015.01.12.03,68909,1,2015,winter
40,말해줘,지누션,Jinusean,2015.01.12.03,20635,1,2015,winter
41,피노키오,로이킴,피노키오 OST Part.2,2015.01.12.03,44418,1,2015,winter
42,Poison,엄정화,Invitation,2015.01.12.03,26196,1,2015,winter
43,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.01.12.03,67883,1,2015,winter
44,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.01.12.03,14969,1,2015,winter
45,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.01.12.03,97725,1,2015,winter
46,Crazy (Guilty Pleasure) (Feat. 아이언),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.12.03,19888,1,2015,winter
47,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2015.01.12.03,171261,1,2015,winter
48,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.01.12.03,19729,1,2015,winter
49,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.01.12.03,65218,1,2015,winter
50,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.01.12.03,263526,1,2015,winter
51,초대,엄정화,Invitation,2015.01.12.03,22678,1,2015,winter
52,끼부리지마,WINNER,2014 S/S,2015.01.12.03,107568,1,2015,winter
53,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.01.12.03,75394,1,2015,winter
54,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.01.12.03,20108,1,2015,winter
55,Tears,소찬휘,First Bridge,2015.01.12.03,45008,1,2015,winter
56,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.01.12.03,68009,1,2015,winter
57,"눈, 코, 입",태양,RISE,2015.01.12.03,188920,1,2015,winter
58,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.01.12.03,40054,1,2015,winter
59,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.01.12.03,235269,1,2015,winter
60,콩 (Feat. 주영) (Hide And Seek),매드클라운,Piece Of Mine,2015.01.12.03,13370,1,2015,winter
61,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2015.01.12.03,180205,1,2015,winter
62,"밤하늘의 별을 6 (With 알렉스, 피어)",양정승,밤하늘의 별을 6,2015.01.12.03,11008,1,2015,winter
63,혼잣말,"지아, 하트비",혼잣말,2015.01.12.03,7038,1,2015,winter
64,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.01.12.03,160448,1,2015,winter
65,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.01.12.03,34470,1,2015,winter
66,U & I (With Crush & 빈지노),토이,Da Capo,2015.01.12.03,62991,1,2015,winter
67,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.01.12.03,179673,1,2015,winter
68,HER,블락비 (Block B),HER,2015.01.12.03,130694,1,2015,winter
69,Maps,Maroon 5,Maps,2015.01.12.03,102004,1,2015,winter
70,Piano Man,마마무 (Mamamoo),Piano Man,2015.01.12.03,56530,1,2015,winter
71,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.01.12.03,50048,1,2015,winter
72,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.01.12.03,80226,1,2015,winter
73,To Heaven (천국으로 보낸 편지),조성모,To Heaven,2015.01.12.03,38734,1,2015,winter
74,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.01.12.03,76419,1,2015,winter
75,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.01.12.03,27918,1,2015,winter
76,그게 나야,김동률,동행,2015.01.12.03,83780,1,2015,winter
77,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.01.12.03,63048,1,2015,winter
78,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.01.12.03,175617,1,2015,winter
79,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.01.12.03,104920,1,2015,winter
80,너를 사랑해,S.E.S.,S.E.S. 2,2015.01.12.03,27316,1,2015,winter
81,한강앞에서,나비 (Navi),REAL STORY,2015.01.12.03,10390,1,2015,winter
82,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2015.01.12.03,46258,1,2015,winter
83,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.12.03,55204,1,2015,winter
84,잠 못 드는 밤 비는 내리고,김건모,Kim Gun Mo,2015.01.12.03,30823,1,2015,winter
85,LOVE IS YOU,"케이윌, 씨스타, 정기고, 매드클라운, 보이프렌드, 주영",Starship Planet 2014 (스타쉽플래닛),2015.01.12.03,15056,1,2015,winter
86,"이리와봐 (Feat. Dok2, BOBBY)",MASTA WU,이리와봐,2015.01.12.03,18234,1,2015,winter
87,슬퍼지려 하기 전에 (R&B Vers.),쿨 (COOL),Cool Best,2015.01.12.03,10333,1,2015,winter
88,현명한 선택,소찬휘,Eight Times - Begin Again,2015.01.12.03,15675,1,2015,winter
89,사랑,먼데이 키즈 (Monday Kiz),사랑,2015.01.12.03,5648,1,2015,winter
90,그사람,박화요비,820211,2015.01.12.03,9161,1,2015,winter
91,펑펑,알리 (ALi),TURNING POINT,2015.01.12.03,56816,1,2015,winter
92,Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,2015.01.12.03,51598,1,2015,winter
93,마음대로,이진아,K팝 스타 시즌4 '마음대로',2015.01.12.03,18603,1,2015,winter
94,가슴을 차갑게,노을,보이지 않는 것들,2015.01.12.03,4996,1,2015,winter
95,마음 단단히 먹어 (Feat. 에일리),MC몽,MISS ME OR DISS ME,2015.01.12.03,29828,1,2015,winter
96,Love Belt (Feat. 윤하),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.12.03,21543,1,2015,winter
97,"December, 2014 (The Winter's Tale)",EXO,EXOLOGY CHAPTER 1: THE LOST PLANET,2015.01.12.03,69627,1,2015,winter
98,뜨겁게 나를,윤하 (YOUNHA),피노키오 OST Part.7,2015.01.12.03,8086,1,2015,winter
99,우리 다시 사랑한다면,2BIC(투빅),Genuine,2015.01.12.03,14040,1,2015,winter
100,마일리지 (Mileage) (With YDG),정용화,어느 멋진 날,2015.01.12.03,7178,1,2015,winter
1,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.19.04,55204,1,2015,winter
2,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.19.04,77338,1,2015,winter
3,또 운다 또,다비치,DAVICHI HUG,2015.01.19.04,46891,1,2015,winter
4,목소리,노을,보이지 않는 것들,2015.01.19.04,57904,1,2015,winter
5,위아래,EXID,위아래,2015.01.19.04,78021,1,2015,winter
6,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.01.19.04,51343,1,2015,winter
7,LUV,Apink (에이핑크),Pink LUV,2015.01.19.04,100247,1,2015,winter
8,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.01.19.04,102291,1,2015,winter
9,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.01.19.04,244285,1,2015,winter
10,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.01.19.04,84482,1,2015,winter
11,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.01.19.04,91016,1,2015,winter
12,사뿐사뿐,AOA,사뿐사뿐,2015.01.19.04,52172,1,2015,winter
13,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.01.19.04,45969,1,2015,winter
14,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.19.04,51703,1,2015,winter
15,행복해서 미안해,다비치,DAVICHI HUG,2015.01.19.04,28672,1,2015,winter
16,세 사람 (With 성시경),토이,Da Capo,2015.01.19.04,107579,1,2015,winter
17,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.01.19.04,51925,1,2015,winter
18,잘못된 만남,김건모,Kim Gun Mo 3,2015.01.19.04,57388,1,2015,winter
19,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.01.19.04,115355,1,2015,winter
20,You,지소울 (GSoul),Coming Home,2015.01.19.04,32068,1,2015,winter
21,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.01.19.04,114068,1,2015,winter
22,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.01.19.04,114744,1,2015,winter
23,12시 30분,비스트,TIME,2015.01.19.04,102179,1,2015,winter
24,야생화,박효신,야생화,2015.01.19.04,324394,1,2015,winter
25,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.01.19.04,75151,1,2015,winter
26,지워 (Feat. 아이언),"효린, 주영",지워,2015.01.19.04,36789,1,2015,winter
27,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.01.19.04,63048,1,2015,winter
28,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.01.19.04,51375,1,2015,winter
29,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.01.19.04,274048,1,2015,winter
30,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.01.19.04,54365,1,2015,winter
31,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.01.19.04,51420,1,2015,winter
32,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.01.19.04,96703,1,2015,winter
33,악몽 (Feat. 박수진),배치기,악몽,2015.01.19.04,19687,1,2015,winter
34,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.01.19.04,295543,1,2015,winter
35,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.01.19.04,95634,1,2015,winter
36,그대도 같은가요,에일리(Ailee),빛나거나 미치거나 OST Part.1,2015.01.19.04,14947,1,2015,winter
37,공허해,WINNER,2014 S/S,2015.01.19.04,151656,1,2015,winter
38,그녀와의 이별,김현정,Legend,2015.01.19.04,34444,1,2015,winter
39,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.01.19.04,51420,1,2015,winter
40,전화번호,지누션,노.라.보.세. 4집,2015.01.19.04,17558,1,2015,winter
41,손대지마,에일리(Ailee),Magazine,2015.01.19.04,68909,1,2015,winter
42,쓰담쓰담,10CM,3.0,2015.01.19.04,59094,1,2015,winter
43,어느 멋진 날,정용화,어느 멋진 날,2015.01.19.04,22164,1,2015,winter
44,My Love,에디킴,Sing Sing Sing,2015.01.19.04,21853,1,2015,winter
45,피노키오,로이킴,피노키오 OST Part.2,2015.01.19.04,44418,1,2015,winter
46,"Cheers (Feat. Beenzino, Babylon)","개코, 얀키 (YANKIE)",Cheers,2015.01.19.04,17252,1,2015,winter
47,White Love (스키장에서),터보,하얀 겨울 2005,2015.01.19.04,24013,1,2015,winter
48,멍,김현정,The Third Eye,2015.01.19.04,27537,1,2015,winter
49,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.01.19.04,97725,1,2015,winter
50,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.01.19.04,67883,1,2015,winter
51,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.01.19.04,75394,1,2015,winter
52,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.01.19.04,263526,1,2015,winter
53,Poison,엄정화,Invitation,2015.01.19.04,26196,1,2015,winter
54,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.01.19.04,65218,1,2015,winter
55,끼부리지마,WINNER,2014 S/S,2015.01.19.04,107568,1,2015,winter
56,말해줘,지누션,Jinusean,2015.01.19.04,20635,1,2015,winter
57,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.01.19.04,235269,1,2015,winter
58,Coach Me (Feat. 주헌),"San E (산이), 효린",NO.MERCY (노머시) Part.1,2015.01.19.04,8518,1,2015,winter
59,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.01.19.04,19729,1,2015,winter
60,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.01.19.04,68009,1,2015,winter
61,"눈, 코, 입",태양,RISE,2015.01.19.04,188920,1,2015,winter
62,그사람,박화요비,820211,2015.01.19.04,9161,1,2015,winter
63,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.01.19.04,160448,1,2015,winter
64,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.01.19.04,14969,1,2015,winter
65,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.01.19.04,20108,1,2015,winter
66,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.01.19.04,40054,1,2015,winter
67,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.01.19.04,179673,1,2015,winter
68,Maps,Maroon 5,Maps,2015.01.19.04,102004,1,2015,winter
69,HER,블락비 (Block B),HER,2015.01.19.04,130694,1,2015,winter
70,Tears,소찬휘,First Bridge,2015.01.19.04,45008,1,2015,winter
71,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2015.01.19.04,171261,1,2015,winter
72,초대,엄정화,Invitation,2015.01.19.04,22678,1,2015,winter
73,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.01.19.04,34470,1,2015,winter
74,두 여자의 방,다비치,DAVICHI HUG,2015.01.19.04,9327,1,2015,winter
75,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.01.19.04,27918,1,2015,winter
76,U & I (With Crush & 빈지노),토이,Da Capo,2015.01.19.04,62991,1,2015,winter
77,Piano Man,마마무 (Mamamoo),Piano Man,2015.01.19.04,56530,1,2015,winter
78,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.01.19.04,76419,1,2015,winter
79,한강앞에서,나비 (Navi),REAL STORY,2015.01.19.04,10390,1,2015,winter
80,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.01.19.04,80226,1,2015,winter
81,Crazy (Guilty Pleasure) (Feat. 아이언),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.19.04,19888,1,2015,winter
82,그게 나야,김동률,동행,2015.01.19.04,83780,1,2015,winter
83,혼잣말,"지아, 하트비",혼잣말,2015.01.19.04,7038,1,2015,winter
84,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.01.19.04,175617,1,2015,winter
85,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.01.19.04,50048,1,2015,winter
86,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.01.19.04,104920,1,2015,winter
87,"밤하늘의 별을 6 (With 알렉스, 피어)",양정승,밤하늘의 별을 6,2015.01.19.04,11008,1,2015,winter
88,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2015.01.19.04,180205,1,2015,winter
89,그린라이트 (Green Light),"라디 (Ra. D), 김은영",그린라이트 (Green Light),2015.01.19.04,4083,1,2015,winter
90,콩 (Feat. 주영) (Hide And Seek),매드클라운,Piece Of Mine,2015.01.19.04,13370,1,2015,winter
91,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2015.01.19.04,46258,1,2015,winter
92,펑펑,알리 (ALi),TURNING POINT,2015.01.19.04,56816,1,2015,winter
93,너에게,다비치,DAVICHI HUG,2015.01.19.04,6904,1,2015,winter
94,내 눈물 모아,울랄라세션,칠전팔기 구해라 OST Part 2,2015.01.19.04,13395,1,2015,winter
95,RIATCH,Dok2,RIATCH,2015.01.19.04,6301,1,2015,winter
96,To Heaven (천국으로 보낸 편지),조성모,To Heaven,2015.01.19.04,38734,1,2015,winter
97,유리구슬 (Glass Bead),여자친구 (GFRIEND),여자친구 1st Mini Album 'Season Of Glass',2015.01.19.04,80694,1,2015,winter
98,"이리와봐 (Feat. Dok2, BOBBY)",MASTA WU,이리와봐,2015.01.19.04,18234,1,2015,winter
99,봄,다비치,DAVICHI HUG,2015.01.19.04,7429,1,2015,winter
100,슬퍼지려 하기 전에 (R&B Vers.),쿨 (COOL),Cool Best,2015.01.19.04,10333,1,2015,winter
1,또 운다 또,다비치,DAVICHI HUG,2015.01.26.05,46891,1,2015,winter
2,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,Piece Of Mine,2015.01.26.05,77338,1,2015,winter
3,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",K팝 스타 시즌4 - 캐스팅 오디션 Part.1,2015.01.26.05,55204,1,2015,winter
4,목소리,노을,보이지 않는 것들,2015.01.26.05,57904,1,2015,winter
5,위아래,EXID,위아래,2015.01.26.05,78021,1,2015,winter
6,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",NO.MERCY (노머시) Part.2,2015.01.26.05,51343,1,2015,winter
7,LUV,Apink (에이핑크),Pink LUV,2015.01.26.05,100247,1,2015,winter
8,사랑에 빠지고 싶다,정승환,K팝 스타 시즌4 '사랑에 빠지고 싶다',2015.01.26.05,102291,1,2015,winter
9,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),The 1st Mini Album '광화문에서 (At Gwanghwamun)',2015.01.26.05,244285,1,2015,winter
10,행복해서 미안해,다비치,DAVICHI HUG,2015.01.26.05,28672,1,2015,winter
11,Problem (Feat. Iggy Azalea),Ariana Grande,Problem,2015.01.26.05,84482,1,2015,winter
12,GOOD BOY,GD X TAEYANG,GOOD BOY,2015.01.26.05,91016,1,2015,winter
13,사뿐사뿐,AOA,사뿐사뿐,2015.01.26.05,52172,1,2015,winter
14,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",Angel,2015.01.26.05,45969,1,2015,winter
15,환청 (Feat. 나쑈 (NaShow)),장재인(JEIN),킬미힐미 OST Part.1,2015.01.26.05,63048,1,2015,winter
16,데자-부 (Deja-Boo) (Feat. Zion.T),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.26.05,51703,1,2015,winter
17,세 사람 (With 성시경),토이,Da Capo,2015.01.26.05,107579,1,2015,winter
18,싱숭생숭 (SsSs),"다이나믹 듀오, 박정현",싱숭생숭 (SsSs),2015.01.26.05,51925,1,2015,winter
19,니가 모르게 (You Don't Know),로꼬,LOCOMOTIVE,2015.01.26.05,115355,1,2015,winter
20,예뻐,인피니트H,Second Mini Album 'Fly Again',2015.01.26.05,25226,1,2015,winter
21,잘못된 만남,김건모,Kim Gun Mo 3,2015.01.26.05,57388,1,2015,winter
22,야생화,박효신,야생화,2015.01.26.05,324394,1,2015,winter
23,신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,2015.01.26.05,114068,1,2015,winter
24,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),신발장,2015.01.26.05,114744,1,2015,winter
25,12시 30분,비스트,TIME,2015.01.26.05,102179,1,2015,winter
26,Lost Stars,Adam Levine,Begin Again - Music From And Inspired By The Original Motion Picture,2015.01.26.05,274048,1,2015,winter
27,지워 (Feat. 아이언),"효린, 주영",지워,2015.01.26.05,36789,1,2015,winter
28,I'm Not The Only One,Sam Smith,In The Lonely Hour,2015.01.26.05,295543,1,2015,winter
29,HAPPY TOGETHER,박효신,HAPPY TOGETHER,2015.01.26.05,75151,1,2015,winter
30,나는 달라 (Feat. BOBBY),HI SUHYUN,나는 달라,2015.01.26.05,51375,1,2015,winter
31,Because Of You,백지영,"하이드 지킬, 나 OST Part 2",2015.01.26.05,19060,1,2015,winter
32,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,MISS ME OR DISS ME,2015.01.26.05,51420,1,2015,winter
33,잊지 말기로 해 (Bonus Track),"성시경, 권진아",Winter Wonderland,2015.01.26.05,54365,1,2015,winter
34,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,MISS ME OR DISS ME,2015.01.26.05,96703,1,2015,winter
35,"Cheers (Feat. Beenzino, Babylon)","개코, 얀키 (YANKIE)",Cheers,2015.01.26.05,17252,1,2015,winter
36,공허해,WINNER,2014 S/S,2015.01.26.05,151656,1,2015,winter
37,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),신발장,2015.01.26.05,95634,1,2015,winter
38,악몽 (Feat. 박수진),배치기,악몽,2015.01.26.05,19687,1,2015,winter
39,산다는 건 (Cheer Up),홍진영,인생노트 (LIFE NOTE),2015.01.26.05,51420,1,2015,winter
40,어느 멋진 날,정용화,어느 멋진 날,2015.01.26.05,22164,1,2015,winter
41,손대지마,에일리(Ailee),Magazine,2015.01.26.05,68909,1,2015,winter
42,My Love,에디킴,Sing Sing Sing,2015.01.26.05,21853,1,2015,winter
43,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST Part 4,2015.01.26.05,75394,1,2015,winter
44,쓰담쓰담,10CM,3.0,2015.01.26.05,59094,1,2015,winter
45,그녀와의 이별,김현정,Legend,2015.01.26.05,34444,1,2015,winter
46,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2015.01.26.05,263526,1,2015,winter
47,You,지소울 (GSoul),Coming Home,2015.01.26.05,32068,1,2015,winter
48,언제쯤이면 (Duet.아이유),윤현상,피아노포르테 (PIANOFORTE),2015.01.26.05,97725,1,2015,winter
49,추운 비,4minute,Crazy,2015.01.26.05,10677,1,2015,winter
50,전화번호,지누션,노.라.보.세. 4집,2015.01.26.05,17558,1,2015,winter
51,피노키오,로이킴,피노키오 OST Part.2,2015.01.26.05,44418,1,2015,winter
52,드라마 (DRAMA),나인뮤지스,DRAMA,2015.01.26.05,31340,1,2015,winter
53,끼부리지마,WINNER,2014 S/S,2015.01.26.05,107568,1,2015,winter
54,사랑에 빠지고 싶다,김조한,사랑에 빠지고 싶다,2015.01.26.05,67883,1,2015,winter
55,너의 의미 (Feat. 김창완),아이유,꽃갈피,2015.01.26.05,235269,1,2015,winter
56,그대도 같은가요,에일리(Ailee),빛나거나 미치거나 OST Part.1,2015.01.26.05,14947,1,2015,winter
57,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,REDINGRAY,2015.01.26.05,65218,1,2015,winter
58,Maps,Maroon 5,Maps,2015.01.26.05,102004,1,2015,winter
59,White Love (스키장에서),터보,하얀 겨울 2005,2015.01.26.05,24013,1,2015,winter
60,연결고리#힙합,BOBBY,쇼미더머니3 Part.4,2015.01.26.05,68009,1,2015,winter
61,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4,2015.01.26.05,160448,1,2015,winter
62,멍,김현정,The Third Eye,2015.01.26.05,27537,1,2015,winter
63,"눈, 코, 입",태양,RISE,2015.01.26.05,188920,1,2015,winter
64,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2015.01.26.05,179673,1,2015,winter
65,오빠야,"술제이 (Sool J), 조현영",오빠야,2015.01.26.05,19729,1,2015,winter
66,Poison,엄정화,Invitation,2015.01.26.05,26196,1,2015,winter
67,말리꽃,유성은,칠전팔기 구해라 OST Part 3,2015.01.26.05,18437,1,2015,winter
68,HER,블락비 (Block B),HER,2015.01.26.05,130694,1,2015,winter
69,시간아 천천히,이진아,K팝 스타 시즌4 '시간아 천천히',2015.01.26.05,40054,1,2015,winter
70,술이 너보다 낫더라,"포스트맨 (POSTMEN), 6 to 8",술이 너보다 낫더라,2015.01.26.05,27918,1,2015,winter
71,두 여자의 방,다비치,DAVICHI HUG,2015.01.26.05,9327,1,2015,winter
72,하나뿐인 사람,케이윌,피노키오 OST Part.5,2015.01.26.05,20108,1,2015,winter
73,한여름밤의 꿀,"San E (산이), 레이나 (Raina)","San E, 레이나 Project Single '한여름밤의 꿀'",2015.01.26.05,175617,1,2015,winter
74,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,2015.01.26.05,34470,1,2015,winter
75,말해줘,지누션,Jinusean,2015.01.26.05,20635,1,2015,winter
76,나 어릴 적 꿈,터보,터보 (Turbo) 1집 '280km Speed',2015.01.26.05,14969,1,2015,winter
77,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6,2015.01.26.05,104920,1,2015,winter
78,Coach Me (Feat. 주헌),"San E (산이), 효린",NO.MERCY (노머시) Part.1,2015.01.26.05,8518,1,2015,winter
79,너를 사랑해,윤미래,괜찮아 사랑이야 OST Part.6,2015.01.26.05,80226,1,2015,winter
80,U & I (With Crush & 빈지노),토이,Da Capo,2015.01.26.05,62991,1,2015,winter
81,Piano Man,마마무 (Mamamoo),Piano Man,2015.01.26.05,56530,1,2015,winter
82,예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,2015.01.26.05,76419,1,2015,winter
83,그사람,박화요비,820211,2015.01.26.05,9161,1,2015,winter
84,Tears,소찬휘,First Bridge,2015.01.26.05,45008,1,2015,winter
85,도망가자 (Feat. 린),MC몽,MISS ME OR DISS ME,2015.01.26.05,50048,1,2015,winter
86,한강앞에서,나비 (Navi),REAL STORY,2015.01.26.05,10390,1,2015,winter
87,그게 나야,김동률,동행,2015.01.26.05,83780,1,2015,winter
88,혼잣말,"지아, 하트비",혼잣말,2015.01.26.05,7038,1,2015,winter
89,교복을 벗고,써니힐,1st Album Part. B (Sunny Blues),2015.01.26.05,9163,1,2015,winter
90,Crazy (Guilty Pleasure) (Feat. 아이언),종현 (JONGHYUN),The 1st Mini Album 'BASE',2015.01.26.05,19888,1,2015,winter
91,너에게,다비치,DAVICHI HUG,2015.01.26.05,6904,1,2015,winter
92,쉬운 여자 아니에요 (Feat. 정형돈),리지 (오렌지 캬라멜),The 1st Digital Single '쉬운 여자 아니에요',2015.01.26.05,5324,1,2015,winter
93,좋아 (JOA),길구봉구,좋아 (JOA),2015.01.26.05,33161,1,2015,winter
94,펑펑,알리 (ALi),TURNING POINT,2015.01.26.05,56816,1,2015,winter
95,보고 싶은 사람,송지은,빛나거나 미치거나 OST Part.2,2015.01.26.05,5303,1,2015,winter
96,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2015.01.26.05,171261,1,2015,winter
97,"겨울, 또다시",문명진,"겨울, 또다시",2015.01.26.05,4172,1,2015,winter
98,초대,엄정화,Invitation,2015.01.26.05,22678,1,2015,winter
99,틈,"소유 (SOYOU), 권순일 (어반자카파), 박용인 (어반자카파)",소유X어반자카파 (권순일&박용인) '틈',2015.01.26.05,46258,1,2015,winter
100,RIATCH,Dok2,RIATCH,2015.01.26.05,6301,1,2015,winter
1,그냥 (Just),"Zion.T, Crush",Young,2015.02.02.01,146425,2,2015,winter
