rank,title,singer,album,date,like
52,HOME,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,159571
53,이 밤,양다일,skepticism,2019.05.20.04,48049
54,신청곡 (Feat. SUGA of BTS),이소라,신청곡 (Feat. SUGA of BTS),2019.05.20.04,230367
55,오월의 어느 봄날 (Feat. 첸(CHEN)),임한별,오월의 어느 봄날,2019.05.20.04,55693
56,띵 (Prod. By 기리보이),"Jvcki Wai, 양홍원, Osshun Gum, 한요한",Dingo X Indigo Music,2019.05.20.04,143391
57,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,2019.05.20.04,140534
58,YES or YES,TWICE (트와이스),YES or YES,2019.05.20.04,164413
59,내 생에 아름다운,케이윌,뷰티 인사이드 OST Part.4,2019.05.20.04,177711
60,"thank u, next",Ariana Grande,"thank u, next",2019.05.20.04,182795
61,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,147916
62,오늘 밤에,홍진영,Lots of Love,2019.05.20.04,60648
63,comethru,Jeremy Zucker,"summer,",2019.05.20.04,236802
64,고백,양다일,고백,2019.05.20.04,153570
65,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage,2019.05.20.04,201872
66,SOLO,제니 (JENNIE),SOLO,2019.05.20.04,226162
67,지나오다,닐로(Nilo),About You,2019.05.20.04,270283
68,너는 어땠을까,노을,별,2019.05.20.04,116553
69,비,폴킴,비,2019.05.20.04,310873
70,삐삐,아이유,삐삐,2019.05.20.04,298092
71,MILLIONS,WINNER,MILLIONS,2019.05.20.04,170559
72,여자친구,하은요셉,여자친구,2019.05.20.04,46891
73,아낙네,MINO (송민호),XX,2019.05.20.04,192816
74,Don't Know What To Do,BLACKPINK,KILL THIS LOVE,2019.05.20.04,127099
75,니 소식,송하예,니 소식,2019.05.20.04,208908
76,밤편지,아이유,밤편지,2019.05.20.04,473558
77,열애중,벤,RECIPE,2019.05.20.04,197885
78,Intro : Persona,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,125413
79,있어줄래,길구봉구,있어줄래,2019.05.20.04,40358
80,흔한 이별,허각,흔한 이별,2019.05.20.04,87961
81,그러나,10CM,4.3,2019.05.20.04,81739
82,SHE'S FINE,헤이즈 (Heize),She's Fine,2019.05.20.04,65804
83,돈 Call Me (Prod.BRLLNT),염따,Dingo X 염따,2019.05.20.04,82623
84,안녕하세요,김재환,Another,2019.05.20.04,81711
85,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)","이영지, 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.05.20.04,83166
86,9-TEEN,세븐틴 (SEVENTEEN),A-TEEN2 Part.2,2019.05.20.04,86548
87,아름답고도 아프구나,비투비,HOUR MOMENT,2019.05.20.04,187015
88,Dance The Night Away,TWICE (트와이스),Summer Nights,2019.05.20.04,195401
89,그리워하다,비투비,Brother Act.,2019.05.20.04,318071
90,Tempo,EXO,DON'T MESS UP MY TEMPO - The 5th Album,2019.05.20.04,208120
91,가을 타나 봐,바이브,가을 타나 봐,2019.05.20.04,189845
92,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,2019.05.20.04,178455
93,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy), 코드 쿤스트 (CODE KUNST)",쇼미더머니 777 Episode 1,2019.05.20.04,200683
94,너 없인 안 된다,비투비,THIS IS US,2019.05.20.04,216531
95,Mermaid,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.20.04,86535
96,스며들기 좋은 오늘,백예린 (Yerin Baek),A-TEEN2 Part.1,2019.05.20.04,67350
97,여행,볼빨간사춘기,Red Diary Page.2,2019.05.20.04,307088
98,우린 어디에나,CHEEZE (치즈),Plate,2019.05.20.04,18005
99,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP,2019.05.20.04,261315
100,I Don't Care,"Ed Sheeran, Justin Bieber",No.6 Collaborations Project,2019.05.20.04,86980
1,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.05.27.05,235558
2,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2019.05.27.05,177085
3,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.05.27.05,415365
4,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,445220
5,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.05.27.05,269273
6,주저하는 연인들을 위해,잔나비,전설,2019.05.27.05,416857
7,Goodbye,박효신,Goodbye,2019.05.27.05,179638
8,FANCY,TWICE (트와이스),FANCY YOU,2019.05.27.05,140928
9,AH YEAH (아예),WINNER,WE,2019.05.27.05,120464
10,노래방에서,장범준,장범준 3집,2019.05.27.05,212763
11,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이,24℃,2019.05.27.05,79001
12,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.05.27.05,273723
13,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.27.05,202685
14,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.05.27.05,255519
15,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2019.05.27.05,132378
16,Kill This Love,BLACKPINK,KILL THIS LOVE,2019.05.27.05,156745
17,교통정리 (Feat. 헤이즈),기리보이,교통정리,2019.05.27.05,131468
18,사계 (하루살이),엠씨더맥스 (M.C the MAX),Circular,2019.05.27.05,134320
19,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.27.05,177125
20,옥탑방 (Rooftop),엔플라잉 (N.Flying),FLY HIGH PROJECT #2 '옥탑방',2019.05.27.05,298208
21,달라달라,ITZY (있지),IT'z Different,2019.05.27.05,174519
22,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.27.05,129445
23,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.05.27.05,438895
24,당신과는 천천히,장범준,장범준 3집,2019.05.27.05,124757
25,넘쳐흘러,엠씨더맥스 (M.C the MAX),Circular,2019.05.27.05,173014
26,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,273977
27,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,2019.05.27.05,205194
28,너를 만나,폴킴,너를 만나,2019.05.27.05,328645
29,비가 오잖아,"소유 (SOYOU), 오반",비가 오잖아,2019.05.27.05,52657
30,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네,2019.05.27.05,200210
31,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.05.27.05,312915
32,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.05.27.05,561706
33,벌써 12시,청하,벌써 12시,2019.05.27.05,171070
34,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,198682
35,진심이 담긴 노래 (True Song),케이시 (Kassy),진심이 담긴 노래 (True Song),2019.05.27.05,120065
36,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),Our love is great,2019.05.27.05,200477
37,이 노래가 클럽에서 나온다면,우디 (Woody),이 노래가 클럽에서 나온다면,2019.05.27.05,163490
38,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),THE FIFTH SEASON,2019.05.27.05,127989
39,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.05.27.05,320257
40,Way Back Home,숀 (SHAUN),Take,2019.05.27.05,372535
41,7 rings,Ariana Grande,7 rings,2019.05.27.05,141221
42,고고베베 (gogobebe),마마무 (Mamamoo),White Wind,2019.05.27.05,87040
43,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),sleepless in __________,2019.05.27.05,113724
44,이별하러 가는 길,임한별,이별하러 가는 길,2019.05.27.05,159711
45,비올레타,IZ*ONE (아이즈원),HEART*IZ,2019.05.27.05,115957
46,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,164017
47,신용재,하은 (포맨),신용재,2019.05.27.05,142710
48,멍청이(twit),화사 (HWASA),멍청이(twit),2019.05.27.05,134303
49,눈 (Prod. 기리보이),"Lil tachi, 호치키스 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1,2019.05.27.05,132995
50,봄 (feat. 산다라박),박봄 (Park Bom),Spring,2019.05.27.05,98063
51,180도,벤,180˚,2019.05.27.05,171366
52,초록빛,폴킴,초록빛,2019.05.27.05,154156
53,돈 Call Me (Prod.BRLLNT),염따,Dingo X 염따,2019.05.27.05,82623
54,comethru,Jeremy Zucker,"summer,",2019.05.27.05,236802
55,오월의 어느 봄날 (Feat. 첸(CHEN)),임한별,오월의 어느 봄날,2019.05.27.05,55693
56,니 소식,송하예,니 소식,2019.05.27.05,208908
57,오늘 밤에,홍진영,Lots of Love,2019.05.27.05,60648
58,신청곡 (Feat. SUGA of BTS),이소라,신청곡 (Feat. SUGA of BTS),2019.05.27.05,230367
59,대충 입고 나와,우디 (Woody),대충 입고 나와,2019.05.27.05,84322
60,비,폴킴,비,2019.05.27.05,310873
61,HOME,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,159571
62,띵 (Prod. By 기리보이),"Jvcki Wai, 양홍원, Osshun Gum, 한요한",Dingo X Indigo Music,2019.05.27.05,143391
63,이 밤,양다일,skepticism,2019.05.27.05,48049
64,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,2019.05.27.05,140534
65,"thank u, next",Ariana Grande,"thank u, next",2019.05.27.05,182795
66,YES or YES,TWICE (트와이스),YES or YES,2019.05.27.05,164413
67,내 생에 아름다운,케이윌,뷰티 인사이드 OST Part.4,2019.05.27.05,177711
68,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage,2019.05.27.05,201872
69,지나오다,닐로(Nilo),About You,2019.05.27.05,270283
70,고백,양다일,고백,2019.05.27.05,153570
71,She (Hidden Track No.V 1월 선정곡),잔나비,She,2019.05.27.05,117382
72,SOLO,제니 (JENNIE),SOLO,2019.05.27.05,226162
73,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,147916
74,너는 어땠을까,노을,별,2019.05.27.05,116553
75,삐삐,아이유,삐삐,2019.05.27.05,298092
76,밤편지,아이유,밤편지,2019.05.27.05,473558
77,MILLIONS,WINNER,MILLIONS,2019.05.27.05,170559
78,아낙네,MINO (송민호),XX,2019.05.27.05,192816
79,열애중,벤,RECIPE,2019.05.27.05,197885
80,여자친구,하은요셉,여자친구,2019.05.27.05,46891
81,흔한 이별,허각,흔한 이별,2019.05.27.05,87961
82,Don't Know What To Do,BLACKPINK,KILL THIS LOVE,2019.05.27.05,127099
83,안녕하세요,김재환,Another,2019.05.27.05,81711
84,Dance The Night Away,TWICE (트와이스),Summer Nights,2019.05.27.05,195401
85,있어줄래,길구봉구,있어줄래,2019.05.27.05,40358
86,Intro : Persona,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.27.05,125413
87,그러나,10CM,4.3,2019.05.27.05,81739
88,아름답고도 아프구나,비투비,HOUR MOMENT,2019.05.27.05,187015
89,SHE'S FINE,헤이즈 (Heize),She's Fine,2019.05.27.05,65804
90,그리워하다,비투비,Brother Act.,2019.05.27.05,318071
91,Tempo,EXO,DON'T MESS UP MY TEMPO - The 5th Album,2019.05.27.05,208120
92,너 없인 안 된다,비투비,THIS IS US,2019.05.27.05,216531
93,여행,볼빨간사춘기,Red Diary Page.2,2019.05.27.05,307088
94,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)","이영지, 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.05.27.05,83166
95,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy), 코드 쿤스트 (CODE KUNST)",쇼미더머니 777 Episode 1,2019.05.27.05,200683
96,I Don't Care,"Ed Sheeran, Justin Bieber",No.6 Collaborations Project,2019.05.27.05,86980
97,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,2019.05.27.05,178455
98,BREATHE,AB6IX (에이비식스),B:COMPLETE,2019.05.27.05,63586
99,9-TEEN,세븐틴 (SEVENTEEN),A-TEEN2 Part.2,2019.05.27.05,86548
100,가을 타나 봐,바이브,가을 타나 봐,2019.05.27.05,189845
1,Blueming,아이유,Love poem,2019.12.02.01,364439
2,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,2019.12.02.01,217388
3,나의 오랜 연인에게,다비치,나의 오랜 연인에게,2019.12.02.01,92610
4,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,2019.12.02.01,82281
5,"Into the Unknown (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, AURORA",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.02.01,171629
6,Love poem,아이유,Love poem,2019.12.02.01,353279
7,HIP,마마무 (Mamamoo),reality in BLACK,2019.12.02.01,141390
8,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,2019.12.02.01,436857
9,이 번호로 전화해줘,바이브,이 번호로 전화해줘,2019.12.02.01,69822
10,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,2019.12.02.01,78345
11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,2019.12.02.01,319194
12,조금 취했어 (Prod. 2soo),임재현,조금 취했어,2019.12.02.01,133875
13,새 사랑,송하예,새 사랑,2019.12.02.01,102264
14,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,2019.12.02.01,83582
15,시간의 바깥,아이유,Love poem,2019.12.02.01,153067
16,"Show Yourself (From ""Frozen 2""/Soundtrack Version)","Idina Menzel, Evan Rachel Wood",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.02.01,103225
17,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,2019.12.02.01,143199
18,안녕,폴킴,호텔 델루나 OST Part.10,2019.12.02.01,222303
19,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉",Dingo X DAMOIM (Part 2),2019.12.02.01,168208
20,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,2019.12.02.01,289430
21,있어줘요,장덕철,있어줘요,2019.12.02.01,90442
22,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,2019.12.02.01,124369
23,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,2019.12.02.01,225941
24,unlucky,아이유,Love poem,2019.12.02.01,131040
25,Obsession,EXO,OBSESSION - The 6th Album,2019.12.02.01,126034
26,이별주,황인욱,이별주,2019.12.02.01,65210
27,포장마차,황인욱,포장마차,2019.12.02.01,166111
28,니 소식,송하예,니 소식,2019.12.02.01,208908
29,All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),2019.12.02.01,236565
30,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.12.02.01,415365
31,차가워진 이 바람엔 우리가 써있어 (Bad Love),HYNN (박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love),2019.12.02.01,83362
32,숨겨진 세상 (Into the Unknown End Credit Version),태연 (TAEYEON),겨울왕국 2 (한국어 버전),2019.12.02.01,82415
33,워커홀릭,볼빨간사춘기,Two Five,2019.12.02.01,152787
34,다시 만날까 봐,V.O.S,다시 만날까 봐,2019.12.02.01,100131
35,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,2019.12.02.01,176894
36,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.12.02.01,445220
37,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.12.02.01,235558
38,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.12.02.01,438895
39,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,2019.12.02.01,132378
40,허전해,폴킴,"정규 2집 '마음, 하나'",2019.12.02.01,84016
41,샤넬 (Feat. 박봄),MC몽,CHANNEL 8,2019.12.02.01,46359
42,Santa Tell Me,Ariana Grande,Santa Tell Me,2019.12.02.01,246443
43,그 사람,아이유,Love poem,2019.12.02.01,98149
44,가을밤 떠난 너,케이시 (Kassy),Rewind,2019.12.02.01,145410
45,Señorita,"Shawn Mendes, Camila Cabello",Señorita,2019.12.02.01,168290
46,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.12.02.01,269273
47,술이 문제야,"장혜진, 윤민수(바이브)",술이 문제야,2019.12.02.01,159147
48,자장가,아이유,Love poem,2019.12.02.01,113296
49,LION,(여자)아이들,퀸덤 <FINAL 컴백 싱글>,2019.12.02.01,116949
50,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은",BAND,2019.12.02.01,142207
51,헤어지자 (Prod. 정키),휘인 (Whee In),soar,2019.12.02.01,123403
52,너를 만나,폴킴,너를 만나,2019.12.02.01,328645
53,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,2019.12.02.01,243688
54,"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER,2019.12.02.01,26026
55,Feel Special,TWICE (트와이스),Feel Special,2019.12.02.01,120582
56,떨어지는 낙엽까지도,헤이즈 (Heize),만추,2019.12.02.01,56164
57,잘 살고 있다,V.O.S,잘 살고 있다,2019.12.02.01,40696
58,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,Real,2019.12.02.01,180205
59,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.12.02.01,273723
60,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6,2019.12.02.01,73460
61,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기,2019.12.02.01,119165
62,METEOR,창모 (CHANGMO),Boyhood,2019.12.02.01,307077
63,마음,폴킴,마음,2019.12.02.01,34879
64,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.12.02.01,312915
65,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),2019.12.02.01,265321
66,날 보러 와요 (Come See Me),AOA,NEW MOON,2019.12.02.01,48956
67,벗,닐로(Nilo),벗,2019.12.02.01,77337
68,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",Naomi Scott,Aladdin (Original Motion Picture Soundtrack),2019.12.02.01,243307
69,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게,2019.12.02.01,33793
70,헤어져줘서 고마워,벤,헤어져줘서 고마워,2019.12.02.01,138967
71,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2019.12.02.01,177085
72,제설,기리보이,치명적인 앨범 Ⅲ,2019.12.02.01,42351
73,"Some Things Never Change (From ""Frozen 2""/Soundtrack Version)","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.02.01,37676
74,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,2019.12.02.01,98409
75,솔직하게 말해서 나,김나영,솔직하게 말해서 나,2019.12.02.01,164873
76,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2,2019.12.02.01,121073
77,이별행동,이우,이별행동,2019.12.02.01,69379
78,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.12.02.01,561706
79,5월의 밤,Zion.T,5월의 밤,2019.12.02.01,53230
80,주저하는 연인들을 위해,잔나비,전설,2019.12.02.01,416857
81,Trouble,EXO,OBSESSION - The 6th Album,2019.12.02.01,56514
82,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.12.02.01,255519
83,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part.1,2019.12.02.01,66878
84,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,2019.12.02.01,171261
85,와츠롱 (Feat. YUNHWAY),기리보이,치명적인 앨범 Ⅲ,2019.12.02.01,36989
86,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8,2019.12.02.01,27309
87,안녕이라는 말,송이한,안녕이라는 말,2019.12.02.01,45160
88,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,2019.12.02.01,144693
89,노래방에서,장범준,장범준 3집,2019.12.02.01,212763
90,가끔 이러다,펀치 (Punch),가끔 이러다,2019.12.02.01,71844
91,춤 (Groove),EXO,OBSESSION - The 6th Album,2019.12.02.01,54756
92,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오,OFF DUTY,2019.12.02.01,32841
93,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.12.02.01,320257
94,"All Is Found (From ""Frozen 2""/Soundtrack Version)",Evan Rachel Wood,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019.12.02.01,30475
