rank,title,singer,album,date,like
36,비올레타,IZ*ONE (아이즈원),HEART*IZ,2019.04.29.01,115957
37,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.04.29.01,320257
38,신용재,하은 (포맨),신용재,2019.04.29.01,142710
39,이 밤,양다일,skepticism,2019.04.29.01,48049
40,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,2019.04.29.01,147916
41,초록빛,폴킴,초록빛,2019.04.29.01,154156
42,눈 (Prod. 기리보이),"Lil tachi, 호치키스 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1,2019.04.29.01,132995
43,신청곡 (Feat. SUGA of BTS),이소라,신청곡 (Feat. SUGA of BTS),2019.04.29.01,230367
44,Way Back Home,숀 (SHAUN),Take,2019.04.29.01,372535
45,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,2019.04.29.01,140534
46,180도,벤,180˚,2019.04.29.01,171366
47,띵 (Prod. By 기리보이),"Jvcki Wai, 양홍원, Osshun Gum, 한요한",Dingo X Indigo Music,2019.04.29.01,143391
48,She (Hidden Track No.V 1월 선정곡),잔나비,She,2019.04.29.01,117382
49,SHE'S FINE,헤이즈 (Heize),She's Fine,2019.04.29.01,65804
50,7 rings,Ariana Grande,7 rings,2019.04.29.01,141221
51,이별하러 가는 길,임한별,이별하러 가는 길,2019.04.29.01,159711
52,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.04.29.01,312915
53,YES or YES,TWICE (트와이스),YES or YES,2019.04.29.01,164413
54,내 생에 아름다운,케이윌,뷰티 인사이드 OST Part.4,2019.04.29.01,177711
55,SOLO,제니 (JENNIE),SOLO,2019.04.29.01,226162
56,여자친구,하은요셉,여자친구,2019.04.29.01,46891
57,그러나,10CM,4.3,2019.04.29.01,81739
58,고백,양다일,고백,2019.04.29.01,153570
59,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)","이영지, 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.04.29.01,83166
60,"thank u, next",Ariana Grande,"thank u, next",2019.04.29.01,182795
61,Intro : Persona,방탄소년단,MAP OF THE SOUL : PERSONA,2019.04.29.01,125413
62,비,폴킴,비,2019.04.29.01,310873
63,지나오다,닐로(Nilo),About You,2019.04.29.01,270283
64,삐삐,아이유,삐삐,2019.04.29.01,298092
65,Don't Know What To Do,BLACKPINK,KILL THIS LOVE,2019.04.29.01,127099
66,너는 어땠을까,노을,별,2019.04.29.01,116553
67,있어줄래,길구봉구,있어줄래,2019.04.29.01,40358
68,흔한 이별,허각,흔한 이별,2019.04.29.01,87961
69,Mermaid,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.29.01,86535
70,열애중,벤,RECIPE,2019.04.29.01,197885
71,가을 타나 봐,바이브,가을 타나 봐,2019.04.29.01,189845
72,아낙네,MINO (송민호),XX,2019.04.29.01,192816
73,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage,2019.04.29.01,201872
74,밤편지,아이유,밤편지,2019.04.29.01,473558
75,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,2019.04.29.01,178455
76,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy), 코드 쿤스트 (CODE KUNST)",쇼미더머니 777 Episode 1,2019.04.29.01,200683
77,MILLIONS,WINNER,MILLIONS,2019.04.29.01,170559
78,아름답고도 아프구나,비투비,HOUR MOMENT,2019.04.29.01,187015
79,같이 걸어요 (Duet. 10cm),정은지,같이 걸어요 (Duet. 10cm),2019.04.29.01,19169
80,미운 날,닐로(Nilo),29,2019.04.29.01,43605
81,혼자,거미,혼자,2019.04.29.01,33080
82,comethru,Jeremy Zucker,"summer,",2019.04.29.01,236802
83,그리워하다,비투비,Brother Act.,2019.04.29.01,318071
84,Tempo,EXO,DON'T MESS UP MY TEMPO - The 5th Album,2019.04.29.01,208120
85,우주선,정승환,"안녕, 나의 우주",2019.04.29.01,41977
86,너 없인 안 된다,비투비,THIS IS US,2019.04.29.01,216531
87,HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),"김민규 (Young Kay), 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.04.29.01,49849
88,야간비행 (魔女の花),백예린 (Yerin Baek),Our love is great,2019.04.29.01,86694
89,TMI,GRAY (그레이),TMI,2019.04.29.01,24477
90,나들이 갈까,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.04.29.01,39931
91,나는 볼 수 없던 이야기,잔나비,로맨스는 별책부록 OST Part.1,2019.04.29.01,43362
92,꽃 (Flower),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.04.29.01,50238
93,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),COLOR*IZ,2019.04.29.01,139935
94,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2019.04.29.01,345227
95,FAKE LOVE,방탄소년단,LOVE YOURSELF 轉 'Tear',2019.04.29.01,339542
96,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP,2019.04.29.01,261315
97,미안해,양다일,inside,2019.04.29.01,221363
98,이별날씨,피아노맨,이별날씨,2019.04.29.01,12674
99,BET BET,뉴이스트,The 6th Mini Album ‘Happily Ever After’,2019.04.29.01,47995
100,Universe (별의 언어),황민현,Single ‘Universe’,2019.04.29.01,76208
1,Goodbye,박효신,Goodbye,2019.05.06.02,179638
2,주저하는 연인들을 위해,잔나비,전설,2019.05.06.02,416857
3,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,445220
4,FANCY,TWICE (트와이스),FANCY YOU,2019.05.06.02,140928
5,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.06.02,202685
6,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.05.06.02,273723
7,노래방에서,장범준,장범준 3집,2019.05.06.02,212763
8,Kill This Love,BLACKPINK,KILL THIS LOVE,2019.05.06.02,156745
9,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.05.06.02,235558
10,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.05.06.02,415365
11,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.05.06.02,255519
12,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.06.02,129445
13,옥탑방 (Rooftop),엔플라잉 (N.Flying),FLY HIGH PROJECT #2 '옥탑방',2019.05.06.02,298208
14,당신과는 천천히,장범준,장범준 3집,2019.05.06.02,124757
15,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.06.02,177125
16,달라달라,ITZY (있지),IT'z Different,2019.05.06.02,174519
17,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,273977
18,사계 (하루살이),엠씨더맥스 (M.C the MAX),Circular,2019.05.06.02,134320
19,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.05.06.02,269273
20,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,2019.05.06.02,205194
21,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,198682
22,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.05.06.02,438895
23,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네,2019.05.06.02,200210
24,넘쳐흘러,엠씨더맥스 (M.C the MAX),Circular,2019.05.06.02,173014
25,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),Our love is great,2019.05.06.02,200477
26,너를 만나,폴킴,너를 만나,2019.05.06.02,328645
27,진심이 담긴 노래 (True Song),케이시 (Kassy),진심이 담긴 노래 (True Song),2019.05.06.02,120065
28,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.05.06.02,561706
29,고고베베 (gogobebe),마마무 (Mamamoo),White Wind,2019.05.06.02,87040
30,벌써 12시,청하,벌써 12시,2019.05.06.02,171070
31,봄 (feat. 산다라박),박봄 (Park Bom),Spring,2019.05.06.02,98063
32,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),sleepless in __________,2019.05.06.02,113724
33,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,164017
34,이 노래가 클럽에서 나온다면,우디 (Woody),이 노래가 클럽에서 나온다면,2019.05.06.02,163490
35,비올레타,IZ*ONE (아이즈원),HEART*IZ,2019.05.06.02,115957
36,멍청이(twit),화사 (HWASA),멍청이(twit),2019.05.06.02,134303
37,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.05.06.02,320257
38,HOME,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,159571
39,이 밤,양다일,skepticism,2019.05.06.02,48049
40,신용재,하은 (포맨),신용재,2019.05.06.02,142710
41,눈 (Prod. 기리보이),"Lil tachi, 호치키스 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1,2019.05.06.02,132995
42,Way Back Home,숀 (SHAUN),Take,2019.05.06.02,372535
43,초록빛,폴킴,초록빛,2019.05.06.02,154156
44,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.05.06.02,312915
45,7 rings,Ariana Grande,7 rings,2019.05.06.02,141221
46,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,147916
47,180도,벤,180˚,2019.05.06.02,171366
48,신청곡 (Feat. SUGA of BTS),이소라,신청곡 (Feat. SUGA of BTS),2019.05.06.02,230367
49,She (Hidden Track No.V 1월 선정곡),잔나비,She,2019.05.06.02,117382
50,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,2019.05.06.02,140534
51,띵 (Prod. By 기리보이),"Jvcki Wai, 양홍원, Osshun Gum, 한요한",Dingo X Indigo Music,2019.05.06.02,143391
52,이별하러 가는 길,임한별,이별하러 가는 길,2019.05.06.02,159711
53,YES or YES,TWICE (트와이스),YES or YES,2019.05.06.02,164413
54,내 생에 아름다운,케이윌,뷰티 인사이드 OST Part.4,2019.05.06.02,177711
55,SOLO,제니 (JENNIE),SOLO,2019.05.06.02,226162
56,고백,양다일,고백,2019.05.06.02,153570
57,SHE'S FINE,헤이즈 (Heize),She's Fine,2019.05.06.02,65804
58,"thank u, next",Ariana Grande,"thank u, next",2019.05.06.02,182795
59,여자친구,하은요셉,여자친구,2019.05.06.02,46891
60,지나오다,닐로(Nilo),About You,2019.05.06.02,270283
61,그러나,10CM,4.3,2019.05.06.02,81739
62,삐삐,아이유,삐삐,2019.05.06.02,298092
63,Don't Know What To Do,BLACKPINK,KILL THIS LOVE,2019.05.06.02,127099
64,Intro : Persona,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.06.02,125413
65,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)","이영지, 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.05.06.02,83166
66,너는 어땠을까,노을,별,2019.05.06.02,116553
67,비,폴킴,비,2019.05.06.02,310873
68,흔한 이별,허각,흔한 이별,2019.05.06.02,87961
69,열애중,벤,RECIPE,2019.05.06.02,197885
70,있어줄래,길구봉구,있어줄래,2019.05.06.02,40358
71,가을 타나 봐,바이브,가을 타나 봐,2019.05.06.02,189845
72,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage,2019.05.06.02,201872
73,아낙네,MINO (송민호),XX,2019.05.06.02,192816
74,Mermaid,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.06.02,86535
75,밤편지,아이유,밤편지,2019.05.06.02,473558
76,comethru,Jeremy Zucker,"summer,",2019.05.06.02,236802
77,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,2019.05.06.02,178455
78,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy), 코드 쿤스트 (CODE KUNST)",쇼미더머니 777 Episode 1,2019.05.06.02,200683
79,MILLIONS,WINNER,MILLIONS,2019.05.06.02,170559
80,오늘 밤에,홍진영,Lots of Love,2019.05.06.02,60648
81,아름답고도 아프구나,비투비,HOUR MOMENT,2019.05.06.02,187015
82,Tempo,EXO,DON'T MESS UP MY TEMPO - The 5th Album,2019.05.06.02,208120
83,그리워하다,비투비,Brother Act.,2019.05.06.02,318071
84,너 없인 안 된다,비투비,THIS IS US,2019.05.06.02,216531
85,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),THE FIFTH SEASON,2019.05.06.02,127989
86,4시 44분 (feat. 휘인 of 마마무),박봄 (Park Bom),re:BLUE ROSE,2019.05.06.02,24077
87,미운 날,닐로(Nilo),29,2019.05.06.02,43605
88,같이 걸어요 (Duet. 10cm),정은지,같이 걸어요 (Duet. 10cm),2019.05.06.02,19169
89,스며들기 좋은 오늘,백예린 (Yerin Baek),A-TEEN2 Part.1,2019.05.06.02,67350
90,HERE (Feat. 빈첸 (VINXEN)) (Prod. CODE KUNST),"김민규 (Young Kay), 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.05.06.02,49849
91,꽃 (Flower),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.06.02,50238
92,혼자,거미,혼자,2019.05.06.02,33080
93,Dance The Night Away,TWICE (트와이스),Summer Nights,2019.05.06.02,195401
94,여행,볼빨간사춘기,Red Diary Page.2,2019.05.06.02,307088
95,Universe (별의 언어),황민현,Single ‘Universe’,2019.05.06.02,76208
96,우주선,정승환,"안녕, 나의 우주",2019.05.06.02,41977
97,나는 볼 수 없던 이야기,잔나비,로맨스는 별책부록 OST Part.1,2019.05.06.02,43362
98,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),COLOR*IZ,2019.05.06.02,139935
99,BET BET,뉴이스트,The 6th Mini Album ‘Happily Ever After’,2019.05.06.02,47995
100,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP,2019.05.06.02,261315
1,주저하는 연인들을 위해,잔나비,전설,2019.05.13.03,416857
2,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,445220
3,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.05.13.03,235558
4,Goodbye,박효신,Goodbye,2019.05.13.03,179638
5,FANCY,TWICE (트와이스),FANCY YOU,2019.05.13.03,140928
6,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.13.03,202685
7,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.05.13.03,415365
8,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.05.13.03,273723
9,노래방에서,장범준,장범준 3집,2019.05.13.03,212763
10,AH YEAH (아예),WINNER,WE,2019.05.13.03,120464
11,Kill This Love,BLACKPINK,KILL THIS LOVE,2019.05.13.03,156745
12,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.05.13.03,255519
13,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.05.13.03,269273
14,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.13.03,177125
15,옥탑방 (Rooftop),엔플라잉 (N.Flying),FLY HIGH PROJECT #2 '옥탑방',2019.05.13.03,298208
16,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.13.03,129445
17,달라달라,ITZY (있지),IT'z Different,2019.05.13.03,174519
18,당신과는 천천히,장범준,장범준 3집,2019.05.13.03,124757
19,사계 (하루살이),엠씨더맥스 (M.C the MAX),Circular,2019.05.13.03,134320
20,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네,2019.05.13.03,200210
21,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,2019.05.13.03,205194
22,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,273977
23,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.05.13.03,438895
24,넘쳐흘러,엠씨더맥스 (M.C the MAX),Circular,2019.05.13.03,173014
25,너를 만나,폴킴,너를 만나,2019.05.13.03,328645
26,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,198682
27,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),Our love is great,2019.05.13.03,200477
28,진심이 담긴 노래 (True Song),케이시 (Kassy),진심이 담긴 노래 (True Song),2019.05.13.03,120065
29,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.05.13.03,561706
30,벌써 12시,청하,벌써 12시,2019.05.13.03,171070
31,고고베베 (gogobebe),마마무 (Mamamoo),White Wind,2019.05.13.03,87040
32,이 노래가 클럽에서 나온다면,우디 (Woody),이 노래가 클럽에서 나온다면,2019.05.13.03,163490
33,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),sleepless in __________,2019.05.13.03,113724
34,봄 (feat. 산다라박),박봄 (Park Bom),Spring,2019.05.13.03,98063
35,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,164017
36,비올레타,IZ*ONE (아이즈원),HEART*IZ,2019.05.13.03,115957
37,멍청이(twit),화사 (HWASA),멍청이(twit),2019.05.13.03,134303
38,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.05.13.03,312915
39,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.05.13.03,320257
40,신용재,하은 (포맨),신용재,2019.05.13.03,142710
41,She (Hidden Track No.V 1월 선정곡),잔나비,She,2019.05.13.03,117382
42,Way Back Home,숀 (SHAUN),Take,2019.05.13.03,372535
43,눈 (Prod. 기리보이),"Lil tachi, 호치키스 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1,2019.05.13.03,132995
44,7 rings,Ariana Grande,7 rings,2019.05.13.03,141221
45,이 밤,양다일,skepticism,2019.05.13.03,48049
46,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),THE FIFTH SEASON,2019.05.13.03,127989
47,HOME,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,159571
48,초록빛,폴킴,초록빛,2019.05.13.03,154156
49,이별하러 가는 길,임한별,이별하러 가는 길,2019.05.13.03,159711
50,180도,벤,180˚,2019.05.13.03,171366
51,오월의 어느 봄날 (Feat. 첸(CHEN)),임한별,오월의 어느 봄날,2019.05.13.03,55693
52,신청곡 (Feat. SUGA of BTS),이소라,신청곡 (Feat. SUGA of BTS),2019.05.13.03,230367
53,띵 (Prod. By 기리보이),"Jvcki Wai, 양홍원, Osshun Gum, 한요한",Dingo X Indigo Music,2019.05.13.03,143391
54,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,2019.05.13.03,140534
55,YES or YES,TWICE (트와이스),YES or YES,2019.05.13.03,164413
56,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,147916
57,내 생에 아름다운,케이윌,뷰티 인사이드 OST Part.4,2019.05.13.03,177711
58,"thank u, next",Ariana Grande,"thank u, next",2019.05.13.03,182795
59,고백,양다일,고백,2019.05.13.03,153570
60,SOLO,제니 (JENNIE),SOLO,2019.05.13.03,226162
61,비가 오잖아,"소유 (SOYOU), 오반",비가 오잖아,2019.05.13.03,52657
62,지나오다,닐로(Nilo),About You,2019.05.13.03,270283
63,너는 어땠을까,노을,별,2019.05.13.03,116553
64,여자친구,하은요셉,여자친구,2019.05.13.03,46891
65,SHE'S FINE,헤이즈 (Heize),She's Fine,2019.05.13.03,65804
66,삐삐,아이유,삐삐,2019.05.13.03,298092
67,비,폴킴,비,2019.05.13.03,310873
68,comethru,Jeremy Zucker,"summer,",2019.05.13.03,236802
69,Don't Know What To Do,BLACKPINK,KILL THIS LOVE,2019.05.13.03,127099
70,그러나,10CM,4.3,2019.05.13.03,81739
71,오늘 밤에,홍진영,Lots of Love,2019.05.13.03,60648
72,흔한 이별,허각,흔한 이별,2019.05.13.03,87961
73,열애중,벤,RECIPE,2019.05.13.03,197885
74,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage,2019.05.13.03,201872
75,"GO HIGH (Feat. 우원재, 창모 (CHANGMO), The Quiett) (Prod. CODE KUNST)","이영지, 코드 쿤스트 (CODE KUNST)",고등래퍼3 Final,2019.05.13.03,83166
76,Intro : Persona,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.13.03,125413
77,아낙네,MINO (송민호),XX,2019.05.13.03,192816
78,있어줄래,길구봉구,있어줄래,2019.05.13.03,40358
79,밤편지,아이유,밤편지,2019.05.13.03,473558
80,MILLIONS,WINNER,MILLIONS,2019.05.13.03,170559
81,가을 타나 봐,바이브,가을 타나 봐,2019.05.13.03,189845
82,스며들기 좋은 오늘,백예린 (Yerin Baek),A-TEEN2 Part.1,2019.05.13.03,67350
83,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,2019.05.13.03,178455
84,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy), 코드 쿤스트 (CODE KUNST)",쇼미더머니 777 Episode 1,2019.05.13.03,200683
85,Mermaid,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.13.03,86535
86,아름답고도 아프구나,비투비,HOUR MOMENT,2019.05.13.03,187015
87,그리워하다,비투비,Brother Act.,2019.05.13.03,318071
88,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2019.05.13.03,177085
89,Tempo,EXO,DON'T MESS UP MY TEMPO - The 5th Album,2019.05.13.03,208120
90,너 없인 안 된다,비투비,THIS IS US,2019.05.13.03,216531
91,Dance The Night Away,TWICE (트와이스),Summer Nights,2019.05.13.03,195401
92,여행,볼빨간사춘기,Red Diary Page.2,2019.05.13.03,307088
93,니 소식,송하예,니 소식,2019.05.13.03,208908
94,I Don't Care,"Ed Sheeran, Justin Bieber",No.6 Collaborations Project,2019.05.13.03,86980
95,그게 좋은거야 (Time with you),규현 (KYUHYUN),그게 좋은거야 (Time with you),2019.05.13.03,19052
96,Universe (별의 언어),황민현,Single ‘Universe’,2019.05.13.03,76208
97,미운 날,닐로(Nilo),29,2019.05.13.03,43605
98,BET BET,뉴이스트,The 6th Mini Album ‘Happily Ever After’,2019.05.13.03,47995
99,꽃 (Flower),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.13.03,50238
100,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP,2019.05.13.03,261315
1,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,2019.05.20.04,235558
2,주저하는 연인들을 위해,잔나비,전설,2019.05.20.04,416857
3,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,445220
4,Goodbye,박효신,Goodbye,2019.05.20.04,179638
5,2002,Anne-Marie,Speak Your Mind (Deluxe),2019.05.20.04,415365
6,AH YEAH (아예),WINNER,WE,2019.05.20.04,120464
7,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은,2019.05.20.04,177085
8,FANCY,TWICE (트와이스),FANCY YOU,2019.05.20.04,140928
9,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.05.20.04,269273
10,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.20.04,202685
11,노래방에서,장범준,장범준 3집,2019.05.20.04,212763
12,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),2019.05.20.04,273723
13,Kill This Love,BLACKPINK,KILL THIS LOVE,2019.05.20.04,156745
14,그때가 좋았어,케이시 (Kassy),그때가 좋았어,2019.05.20.04,255519
15,교통정리 (Feat. 헤이즈),기리보이,교통정리,2019.05.20.04,131468
16,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",2019.05.20.04,177125
17,사계 (하루살이),엠씨더맥스 (M.C the MAX),Circular,2019.05.20.04,134320
18,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,2019.05.20.04,205194
19,옥탑방 (Rooftop),엔플라잉 (N.Flying),FLY HIGH PROJECT #2 '옥탑방',2019.05.20.04,298208
20,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네,2019.05.20.04,200210
21,달라달라,ITZY (있지),IT'z Different,2019.05.20.04,174519
22,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,2019.05.20.04,129445
23,당신과는 천천히,장범준,장범준 3집,2019.05.20.04,124757
24,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,2019.05.20.04,438895
25,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,273977
26,넘쳐흘러,엠씨더맥스 (M.C the MAX),Circular,2019.05.20.04,173014
27,비가 오잖아,"소유 (SOYOU), 오반",비가 오잖아,2019.05.20.04,52657
28,너를 만나,폴킴,너를 만나,2019.05.20.04,328645
29,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,198682
30,봄날,방탄소년단,YOU NEVER WALK ALONE,2019.05.20.04,561706
31,진심이 담긴 노래 (True Song),케이시 (Kassy),진심이 담긴 노래 (True Song),2019.05.20.04,120065
32,벌써 12시,청하,벌써 12시,2019.05.20.04,171070
33,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),Our love is great,2019.05.20.04,200477
34,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),2019.05.20.04,312915
35,이 노래가 클럽에서 나온다면,우디 (Woody),이 노래가 클럽에서 나온다면,2019.05.20.04,163490
36,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),THE FIFTH SEASON,2019.05.20.04,127989
37,고고베베 (gogobebe),마마무 (Mamamoo),White Wind,2019.05.20.04,87040
38,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,2019.05.20.04,164017
39,술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),sleepless in __________,2019.05.20.04,113724
40,IDOL,방탄소년단,LOVE YOURSELF 結 'Answer',2019.05.20.04,320257
41,비올레타,IZ*ONE (아이즈원),HEART*IZ,2019.05.20.04,115957
42,멍청이(twit),화사 (HWASA),멍청이(twit),2019.05.20.04,134303
43,She (Hidden Track No.V 1월 선정곡),잔나비,She,2019.05.20.04,117382
44,봄 (feat. 산다라박),박봄 (Park Bom),Spring,2019.05.20.04,98063
45,Way Back Home,숀 (SHAUN),Take,2019.05.20.04,372535
46,신용재,하은 (포맨),신용재,2019.05.20.04,142710
47,7 rings,Ariana Grande,7 rings,2019.05.20.04,141221
48,이별하러 가는 길,임한별,이별하러 가는 길,2019.05.20.04,159711
49,눈 (Prod. 기리보이),"Lil tachi, 호치키스 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1,2019.05.20.04,132995
50,180도,벤,180˚,2019.05.20.04,171366
51,초록빛,폴킴,초록빛,2019.05.20.04,154156
