rank,title,singer,album,date,like,week
90,Miracle,이지영 (빅마마),Miracle,2014.05.05 ~ 2014.05.11,2168,2
91,매일 이별,김연지,매일 이별,2014.05.05 ~ 2014.05.11,3715,2
92,"Let It Go (From ""Frozen""/Soundtrack Version)",Idina Menzel,Frozen (Original Motion Picture Soundtrack),2014.05.05 ~ 2014.05.11,99433,2
93,꿈의 대화,울랄라세션,주영훈 20주년 기념앨범 Part 2,2014.05.05 ~ 2014.05.11,2906,2
94,소재,AKMU (악뮤),PLAY,2014.05.05 ~ 2014.05.11,14756,2
95,고마워 내사랑,홍대광,THE SILVER LINING,2014.05.05 ~ 2014.05.11,17331,2
96,나쁜 여자,"디아, 키스 & 크라이",나쁜 여자,2014.05.05 ~ 2014.05.11,1046,2
97,미안해,정준일,마녀의 연애 OST Part.2,2014.05.05 ~ 2014.05.11,9407,2
98,조금 이따 샤워해 (Feat. Crush),개리,MR.GAE,2014.05.05 ~ 2014.05.11,43611,2
99,여기는 달,김지수,여기는 달,2014.05.05 ~ 2014.05.11,2039,2
100,My Destiny,린,별에서 온 그대 OST Part.1,2014.05.05 ~ 2014.05.11,66583,2
1,미운오리새끼,god,미운오리새끼,2014.05.12 ~ 2014.05.18,66152,3
2,너를 원해 (Feat. Beenzino),정기고,Want U,2014.05.12 ~ 2014.05.18,48083,3
3,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2014.05.12 ~ 2014.05.18,234207,3
4,중독 (Overdose),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.12 ~ 2014.05.18,129485,3
5,나의 옛날이야기,아이유,꽃갈피,2014.05.12 ~ 2014.05.18,190825,3
6,200%,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,161300,3
7,야생화,박효신,야생화,2014.05.12 ~ 2014.05.18,324393,3
8,Night And Day,휘성 (Realslow),The Best Man,2014.05.12 ~ 2014.05.18,26764,3
9,Mr. Chu (On Stage),Apink (에이핑크),Pink Blossom,2014.05.12 ~ 2014.05.18,101691,3
10,지우고 싶다,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.12 ~ 2014.05.18,13896,3
11,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2014.05.12 ~ 2014.05.18,179672,3
12,봄 타나봐 (BOMTANABA),서인국,봄 타나봐 (BOMTANABA),2014.05.12 ~ 2014.05.18,29417,3
13,불꽃,백지영,불꽃,2014.05.12 ~ 2014.05.18,11451,3
14,Give Love,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,147958,3
15,사랑이 지나가면,아이유,꽃갈피,2014.05.12 ~ 2014.05.18,89938,3
16,Good-night Kiss,전효성,TOP SECRET,2014.05.12 ~ 2014.05.18,29820,3
17,인연,"윤민수(바이브), 신용재 (2F)",불후의 명곡 - 전설을 노래하다 (이선희 2편),2014.05.12 ~ 2014.05.18,58924,3
18,너 사용법,에디킴,너 사용법,2014.05.12 ~ 2014.05.18,123800,3
19,견딜만해 (Feat. 효린 Of 씨스타),매드클라운,표독,2014.05.12 ~ 2014.05.18,47962,3
20,그 중에 그대를 만나,이선희,15집 'SERENDIPITY' 30주년 기념앨범,2014.05.12 ~ 2014.05.18,126113,3
21,삐에로는 우릴 보고 웃지,아이유,꽃갈피,2014.05.12 ~ 2014.05.18,50794,3
22,너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.05.12 ~ 2014.05.18,235269,3
23,티가 나나봐,"15& (박지민, 백예린)",티가 나나봐,2014.05.12 ~ 2014.05.18,38654,3
24,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2014.05.12 ~ 2014.05.18,263526,3
25,예쁜 속옷,지나,예쁜 속옷,2014.05.12 ~ 2014.05.18,9479,3
26,까탈레나 (Catallena),오렌지 캬라멜,The Third Single Catallena,2014.05.12 ~ 2014.05.18,50207,3
27,그런 남자,Bro,그런 남자,2014.05.12 ~ 2014.05.18,46919,3
28,예쁘니까 잘 될 거야,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.12 ~ 2014.05.18,8454,3
29,감아 (Feat. Crush),로꼬,감아,2014.05.12 ~ 2014.05.18,136726,3
30,흔한 노래,임창정,흔한 노래... 흔한 멜로디...,2014.05.12 ~ 2014.05.18,63664,3
31,Come Back Home,2NE1,CRUSH,2014.05.12 ~ 2014.05.18,76089,3
32,얼음들,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,61171,3
33,뜨래요 (Feat. 앙리 Of 3B),배치기,뜨래요,2014.05.12 ~ 2014.05.18,31486,3
34,꽃,아이유,꽃갈피,2014.05.12 ~ 2014.05.18,30162,3
35,여름밤의 꿈,아이유,꽃갈피,2014.05.12 ~ 2014.05.18,67813,3
36,하루하루,에일리(Ailee),트라이앵글 OST Part.1,2014.05.12 ~ 2014.05.18,14057,3
37,요즘 바쁜가봐,2BIC(투빅),Soul Mate (소울메이트),2014.05.12 ~ 2014.05.18,59552,3
38,내게 남은 세가지,백아연,엔젤아이즈 OST Part 4,2014.05.12 ~ 2014.05.18,12750,3
39,너 아님 안돼,2NE1,CRUSH,2014.05.12 ~ 2014.05.18,48565,3
40,꿍따리 샤바라 (Feat. 클론),아이유,꽃갈피,2014.05.12 ~ 2014.05.18,32327,3
41,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2014.05.12 ~ 2014.05.18,295882,3
42,해독제,김연우,해독제,2014.05.12 ~ 2014.05.18,11941,3
43,오늘 뭐해,4minute,4MINUTE WORLD,2014.05.12 ~ 2014.05.18,15928,3
44,짧은 치마 (Miniskirt),AOA,짧은 치마,2014.05.12 ~ 2014.05.18,52102,3
45,뭘해도 예쁜걸,길구봉구,뭘해도 예쁜걸,2014.05.12 ~ 2014.05.18,31617,3
46,가끔,Crush,가끔,2014.05.12 ~ 2014.05.18,65900,3
47,Love Never Felt So Good,Michael Jackson,Xscape (Standard Ver.),2014.05.12 ~ 2014.05.18,43294,3
48,보름달 (Feat. Lena),선미,Full Moon,2014.05.12 ~ 2014.05.18,67915,3
49,그대가 분다,엠씨더맥스 (M.C the MAX),UNVEILING,2014.05.12 ~ 2014.05.18,109901,3
50,Something,걸스데이,걸스데이 미니앨범 3집,2014.05.12 ~ 2014.05.18,58421,3
51,살아 봤으면 해,2NE1,CRUSH,2014.05.12 ~ 2014.05.18,52379,3
52,Thunder,EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.12 ~ 2014.05.18,53023,3
53,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2014.05.12 ~ 2014.05.18,345231,3
54,사랑하게 해줘요,"가비엔제이, 6 to 8",사랑하게 해줘요,2014.05.12 ~ 2014.05.18,1997,3
55,자니 (Feat. Dynamic Duo),프라이머리,자니,2014.05.12 ~ 2014.05.18,195782,3
56,Best Man (Feat. 에스나),휘성 (Realslow),The Best Man,2014.05.12 ~ 2014.05.18,4758,3
57,Mr.Mr.,소녀시대 (GIRLS' GENERATION),The 4th Mini Album 'Mr.Mr.',2014.05.12 ~ 2014.05.18,48778,3
58,노래가 늘었어,에일리(Ailee),노래가 늘었어,2014.05.12 ~ 2014.05.18,89711,3
59,밀당의 고수,에디킴,너 사용법,2014.05.12 ~ 2014.05.18,19140,3
60,NObody kNOws,길미,NObody kNOws,2014.05.12 ~ 2014.05.18,1680,3
61,스토커 (Feat. 크루셜스타),매드클라운,표독,2014.05.12 ~ 2014.05.18,26089,3
62,월광 (Moonlight),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.12 ~ 2014.05.18,59874,3
63,그 다음해,박정현,싱크로퓨전 (Syncrofusion),2014.05.12 ~ 2014.05.18,7038,3
64,홀로 (Feat. 김나영),정키,Break Up,2014.05.12 ~ 2014.05.18,140500,3
65,인공잔디,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,40017,3
66,어이 (Uh-ee),크레용팝,어이 (Uh-ee),2014.05.12 ~ 2014.05.18,16386,3
67,안녕,효린,별에서 온 그대 OST Part.4,2014.05.12 ~ 2014.05.18,86959,3
68,착해 빠졌어 (Stupid In Love),"소유 (SOYOU), 매드클라운",착해 빠졌어 (Stupid In Love),2014.05.12 ~ 2014.05.18,120556,3
69,지하철에서,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,20325,3
70,으르렁 (Growl),EXO,The 1st Album 'XOXO' Repackage,2014.05.12 ~ 2014.05.18,192245,3
71,멘붕 (CL Solo),2NE1,CRUSH,2014.05.12 ~ 2014.05.18,36755,3
72,Can't Stop,CNBLUE (씨엔블루),Can't Stop,2014.05.12 ~ 2014.05.18,38704,3
73,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat,The Gentleman Approach,2014.05.12 ~ 2014.05.18,151902,3
74,Bad (Feat. Vassy) (Radio Edit),"David Guetta, Showtek",Bad (Feat. Vassy) (Radio Edit),2014.05.12 ~ 2014.05.18,56487,3
75,"그래, 너",스탠딩 에그,36.5,2014.05.12 ~ 2014.05.18,33168,3
76,보고 싶어...운다,린,Le Grand Bleu,2014.05.12 ~ 2014.05.18,22170,3
77,시계를 보며 계절을 지나,윤혁(디셈버),CS Numbers Vol.6,2014.05.12 ~ 2014.05.18,2200,3
78,미안해,정준일,마녀의 연애 OST Part.2,2014.05.12 ~ 2014.05.18,9407,3
79,손,아웃사이더,손,2014.05.12 ~ 2014.05.18,3860,3
80,오늘 같은 눈물이,허각,별에서 온 그대 OST Part.6,2014.05.12 ~ 2014.05.18,24443,3
81,썸남썸녀 (Feat. 휘성),"케이윌, 마마무 (Mamamoo)",썸남썸녀,2014.05.12 ~ 2014.05.18,37967,3
82,작은별,AKMU (악뮤),PLAY,2014.05.12 ~ 2014.05.18,46785,3
83,매일 다른 눈물이,손승연,Sonnet Blooms,2014.05.12 ~ 2014.05.18,3225,3
84,OK,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.12 ~ 2014.05.18,2535,3
85,답이 없었어,홍대광,THE SILVER LINING,2014.05.12 ~ 2014.05.18,39431,3
86,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2014.05.12 ~ 2014.05.18,63731,3
87,8dayz (Feat. 용준형 Of BEAST),메건리,MeGan The First Single 8dayz,2014.05.12 ~ 2014.05.18,4471,3
88,2 Years Apart,에디킴,2 Years Apart,2014.05.12 ~ 2014.05.18,23911,3
89,Miss Right,방탄소년단,Skool Luv Affair Special Addition,2014.05.12 ~ 2014.05.18,116098,3
90,그대라구요,정은지,쓰리 데이즈 OST Part 2,2014.05.12 ~ 2014.05.18,22150,3
91,끝사랑,김범수,Solista Part.2,2014.05.12 ~ 2014.05.18,129216,3
92,Run,EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.12 ~ 2014.05.18,40645,3
93,사이드미러걸 (Feat. 산체스 Of 팬텀),황문섭,靈感 (영감),2014.05.12 ~ 2014.05.18,21436,3
94,"Dali, Van, Picasso",빈지노 (Beenzino),"Dali, Van, Picasso",2014.05.12 ~ 2014.05.18,103718,3
95,"널 사랑한다, 지운다, 또 운다",신용재 (2F),쓰리 데이즈 OST Part 3,2014.05.12 ~ 2014.05.18,18584,3
96,다음날,JUNIEL,다음날,2014.05.12 ~ 2014.05.18,7916,3
97,사랑한단 말,"이창민, 정진운",호텔킹 OST Part.2,2014.05.12 ~ 2014.05.18,1749,3
98,사랑해도 너무나,윤건,엔젤아이즈 OST Part 3,2014.05.12 ~ 2014.05.18,5569,3
99,"Love, Love, Love",EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.12 ~ 2014.05.18,36917,3
100,씨스루,권진아,K팝 스타 시즌3 TOP10 Part.1,2014.05.12 ~ 2014.05.18,22570,3
1,너를 너를 너를,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,81536,4
2,나의 옛날이야기,아이유,꽃갈피,2014.05.19 ~ 2014.05.25,190825,4
3,너를 원해 (Feat. Beenzino),정기고,Want U,2014.05.19 ~ 2014.05.25,48083,4
4,미운오리새끼,god,미운오리새끼,2014.05.19 ~ 2014.05.25,66152,4
5,너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.05.19 ~ 2014.05.25,235269,4
6,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2014.05.19 ~ 2014.05.25,234207,4
7,중독 (Overdose),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.19 ~ 2014.05.25,129485,4
8,사랑이 지나가면,아이유,꽃갈피,2014.05.19 ~ 2014.05.25,89938,4
9,200%,AKMU (악뮤),PLAY,2014.05.19 ~ 2014.05.25,161300,4
10,야생화,박효신,야생화,2014.05.19 ~ 2014.05.25,324393,4
11,Mr. Chu (On Stage),Apink (에이핑크),Pink Blossom,2014.05.19 ~ 2014.05.25,101691,4
12,봄 타나봐 (BOMTANABA),서인국,봄 타나봐 (BOMTANABA),2014.05.19 ~ 2014.05.25,29417,4
13,Night And Day,휘성 (Realslow),The Best Man,2014.05.19 ~ 2014.05.25,26764,4
14,니목소리,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,14589,4
15,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2014.05.19 ~ 2014.05.25,179672,4
16,Good-night Kiss,전효성,TOP SECRET,2014.05.19 ~ 2014.05.25,29820,4
17,삐에로는 우릴 보고 웃지,아이유,꽃갈피,2014.05.19 ~ 2014.05.25,50794,4
18,지우고 싶다,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.19 ~ 2014.05.25,13896,4
19,Give Love,AKMU (악뮤),PLAY,2014.05.19 ~ 2014.05.25,147958,4
20,전화하지 말아요,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,17092,4
21,인연,"윤민수(바이브), 신용재 (2F)",불후의 명곡 - 전설을 노래하다 (이선희 2편),2014.05.19 ~ 2014.05.25,58924,4
22,너 사용법,에디킴,너 사용법,2014.05.19 ~ 2014.05.25,123800,4
23,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2014.05.19 ~ 2014.05.25,263526,4
24,여름밤의 꿈,아이유,꽃갈피,2014.05.19 ~ 2014.05.25,67813,4
25,그 중에 그대를 만나,이선희,15집 'SERENDIPITY' 30주년 기념앨범,2014.05.19 ~ 2014.05.25,126113,4
26,견딜만해 (Feat. 효린 Of 씨스타),매드클라운,표독,2014.05.19 ~ 2014.05.25,47962,4
27,불꽃,백지영,불꽃,2014.05.19 ~ 2014.05.25,11451,4
28,까탈레나 (Catallena),오렌지 캬라멜,The Third Single Catallena,2014.05.19 ~ 2014.05.25,50207,4
29,티가 나나봐,"15& (박지민, 백예린)",티가 나나봐,2014.05.19 ~ 2014.05.25,38654,4
30,Last Romeo,인피니트,Season 2,2014.05.19 ~ 2014.05.25,39035,4
31,꽃,아이유,꽃갈피,2014.05.19 ~ 2014.05.25,30162,4
32,감아 (Feat. Crush),로꼬,감아,2014.05.19 ~ 2014.05.25,136726,4
33,아빙아빙 (Abing Abing),오렌지 캬라멜,아빙아빙 (Abing Abing),2014.05.19 ~ 2014.05.25,6132,4
34,그런 남자,Bro,그런 남자,2014.05.19 ~ 2014.05.25,46919,4
35,오늘따라 (Feat. 가인),팬텀,Phantom Power,2014.05.19 ~ 2014.05.25,23399,4
36,Come Back Home,2NE1,CRUSH,2014.05.19 ~ 2014.05.25,76089,4
37,Like A Bird,어반자카파,Like A Bird,2014.05.19 ~ 2014.05.25,5614,4
38,예쁜 속옷,지나,예쁜 속옷,2014.05.19 ~ 2014.05.25,9479,4
39,1분 1초,지연,Never Ever,2014.05.19 ~ 2014.05.25,14977,4
40,흔한 노래,임창정,흔한 노래... 흔한 멜로디...,2014.05.19 ~ 2014.05.25,63664,4
41,뜨래요 (Feat. 앙리 Of 3B),배치기,뜨래요,2014.05.19 ~ 2014.05.25,31486,4
42,얼음들,AKMU (악뮤),PLAY,2014.05.19 ~ 2014.05.25,61171,4
43,거짓말 같다,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,8470,4
44,꿍따리 샤바라 (Feat. 클론),아이유,꽃갈피,2014.05.19 ~ 2014.05.25,32327,4
45,예쁘니까 잘 될 거야,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.19 ~ 2014.05.25,8454,4
46,요즘 바쁜가봐,2BIC(투빅),Soul Mate (소울메이트),2014.05.19 ~ 2014.05.25,59552,4
47,알 수 없는 이별 (Feat. 김나영),플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,8280,4
48,너 아님 안돼,2NE1,CRUSH,2014.05.19 ~ 2014.05.25,48565,4
49,하루하루,에일리(Ailee),트라이앵글 OST Part.1,2014.05.19 ~ 2014.05.25,14057,4
50,짧은 치마 (Miniskirt),AOA,짧은 치마,2014.05.19 ~ 2014.05.25,52102,4
51,마지막 처음,"이창민, 멜로디데이 (MelodyDay)",마지막 처음,2014.05.19 ~ 2014.05.25,4457,4
52,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2014.05.19 ~ 2014.05.25,295882,4
53,Love Never Felt So Good,Michael Jackson,Xscape (Standard Ver.),2014.05.19 ~ 2014.05.25,43294,4
54,"이젠 너 없이도 (Feat. 윤미래, 타이거 JK, Bizzy)",유나킴,Love Me Love,2014.05.19 ~ 2014.05.25,21204,4
55,가끔,Crush,가끔,2014.05.19 ~ 2014.05.25,65900,4
56,오늘 뭐해,4minute,4MINUTE WORLD,2014.05.19 ~ 2014.05.25,15928,4
57,그대가 분다,엠씨더맥스 (M.C the MAX),UNVEILING,2014.05.19 ~ 2014.05.25,109901,4
58,Something,걸스데이,걸스데이 미니앨범 3집,2014.05.19 ~ 2014.05.25,58421,4
59,보름달 (Feat. Lena),선미,Full Moon,2014.05.19 ~ 2014.05.25,67915,4
60,해독제,김연우,해독제,2014.05.19 ~ 2014.05.25,11941,4
61,살아 봤으면 해,2NE1,CRUSH,2014.05.19 ~ 2014.05.25,52379,4
62,자니 (Feat. Dynamic Duo),프라이머리,자니,2014.05.19 ~ 2014.05.25,195782,4
63,Beautiful,스윗소로우 (SWEET SORROW),Beautiful,2014.05.19 ~ 2014.05.25,2290,4
64,내게 남은 세가지,백아연,엔젤아이즈 OST Part 4,2014.05.19 ~ 2014.05.25,12750,4
65,십년이 지나도,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,6264,4
66,멘붕 (CL Solo),2NE1,CRUSH,2014.05.19 ~ 2014.05.25,36755,4
67,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,2014.05.19 ~ 2014.05.25,345231,4
68,뭘해도 예쁜걸,길구봉구,뭘해도 예쁜걸,2014.05.19 ~ 2014.05.25,31617,4
69,Thunder,EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.19 ~ 2014.05.25,53023,4
70,너,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,4689,4
71,노래가 늘었어,에일리(Ailee),노래가 늘었어,2014.05.19 ~ 2014.05.25,89711,4
72,Mr.Mr.,소녀시대 (GIRLS' GENERATION),The 4th Mini Album 'Mr.Mr.',2014.05.19 ~ 2014.05.25,48778,4
73,밀당의 고수,에디킴,너 사용법,2014.05.19 ~ 2014.05.25,19140,4
74,으르렁 (Growl),EXO,The 1st Album 'XOXO' Repackage,2014.05.19 ~ 2014.05.25,192245,4
75,홀로 (Feat. 김나영),정키,Break Up,2014.05.19 ~ 2014.05.25,140500,4
76,Bad (Feat. Vassy) (Radio Edit),"David Guetta, Showtek",Bad (Feat. Vassy) (Radio Edit),2014.05.19 ~ 2014.05.25,56487,4
77,스토커 (Feat. 크루셜스타),매드클라운,표독,2014.05.19 ~ 2014.05.25,26089,4
78,착해 빠졌어 (Stupid In Love),"소유 (SOYOU), 매드클라운",착해 빠졌어 (Stupid In Love),2014.05.19 ~ 2014.05.25,120556,4
79,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat,The Gentleman Approach,2014.05.19 ~ 2014.05.25,151902,4
80,안녕,효린,별에서 온 그대 OST Part.4,2014.05.19 ~ 2014.05.25,86959,4
81,어이 (Uh-ee),크레용팝,어이 (Uh-ee),2014.05.19 ~ 2014.05.25,16386,4
82,지금 술 한잔 했어,"김보경 (NEON), 펀치 (Punch)",지금 술 한잔 했어,2014.05.19 ~ 2014.05.25,34242,4
83,내 맘에 들어와,박서준,마녀의 연애 OST Part 3,2014.05.19 ~ 2014.05.25,13521,4
84,인공잔디,AKMU (악뮤),PLAY,2014.05.19 ~ 2014.05.25,40017,4
85,8dayz (Feat. 용준형 Of BEAST),메건리,MeGan The First Single 8dayz,2014.05.19 ~ 2014.05.25,4471,4
86,Kiss & Say Goodbye,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,2639,4
87,Can't Stop,CNBLUE (씨엔블루),Can't Stop,2014.05.19 ~ 2014.05.25,38704,4
88,월광 (Moonlight),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.19 ~ 2014.05.25,59874,4
89,사랑하게 해줘요,"가비엔제이, 6 to 8",사랑하게 해줘요,2014.05.19 ~ 2014.05.25,1997,4
90,지하철에서,AKMU (악뮤),PLAY,2014.05.19 ~ 2014.05.25,20325,4
91,미치게 훅가게,레이디스 코드,꽃할배수사대 OST Part 1,2014.05.19 ~ 2014.05.25,3273,4
92,밀어서 잠금해제,김그림,밀어서 잠금해제,2014.05.19 ~ 2014.05.25,3123,4
93,가슴 시린 이야기 (Feat. 용준형 Of Beast),휘성 (Realslow),가슴 시린 이야기,2014.05.19 ~ 2014.05.25,63731,4
94,썸남썸녀 (Feat. 휘성),"케이윌, 마마무 (Mamamoo)",썸남썸녀,2014.05.19 ~ 2014.05.25,37967,4
95,So Cool,플라이 투 더 스카이,CONTINUUM,2014.05.19 ~ 2014.05.25,2593,4
96,보고 싶어...운다,린,Le Grand Bleu,2014.05.19 ~ 2014.05.25,22170,4
97,Miss Right,방탄소년단,Skool Luv Affair Special Addition,2014.05.19 ~ 2014.05.25,116098,4
98,2 Years Apart,에디킴,2 Years Apart,2014.05.19 ~ 2014.05.25,23911,4
99,답이 없었어,홍대광,THE SILVER LINING,2014.05.19 ~ 2014.05.25,39431,4
100,그 다음해,박정현,싱크로퓨전 (Syncrofusion),2014.05.19 ~ 2014.05.25,7038,4
1,사람냄새,"정인, 개리",정인&개리 디지털 싱글 '사람냄새',2014.05.26 ~ 2014.06.01,110183,5
2,너를 너를 너를,플라이 투 더 스카이,CONTINUUM,2014.05.26 ~ 2014.06.01,81536,5
3,나의 옛날이야기,아이유,꽃갈피,2014.05.26 ~ 2014.06.01,190825,5
4,너를 원해 (Feat. Beenzino),정기고,Want U,2014.05.26 ~ 2014.06.01,48083,5
5,너의 의미 (Feat. 김창완),아이유,꽃갈피,2014.05.26 ~ 2014.06.01,235269,5
6,미운오리새끼,god,미운오리새끼,2014.05.26 ~ 2014.06.01,66152,5
7,중독 (Overdose),EXO-K,The 2nd Mini Album '중독 (Overdose)',2014.05.26 ~ 2014.06.01,129485,5
8,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,2014.05.26 ~ 2014.06.01,234207,5
9,야생화,박효신,야생화,2014.05.26 ~ 2014.06.01,324393,5
10,Mr. Chu (On Stage),Apink (에이핑크),Pink Blossom,2014.05.26 ~ 2014.06.01,101691,5
11,200%,AKMU (악뮤),PLAY,2014.05.26 ~ 2014.06.01,161300,5
12,사랑이 지나가면,아이유,꽃갈피,2014.05.26 ~ 2014.06.01,89938,5
13,Good-night Kiss,전효성,TOP SECRET,2014.05.26 ~ 2014.06.01,29820,5
14,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸,2014.05.26 ~ 2014.06.01,179672,5
15,Night And Day,휘성 (Realslow),The Best Man,2014.05.26 ~ 2014.06.01,26764,5
16,여전히 뜨겁게,백지영,여전히 뜨겁게,2014.05.26 ~ 2014.06.01,9448,5
17,봄 타나봐 (BOMTANABA),서인국,봄 타나봐 (BOMTANABA),2014.05.26 ~ 2014.06.01,29417,5
18,너 사용법,에디킴,너 사용법,2014.05.26 ~ 2014.06.01,123800,5
19,내가 할 수 없는 말 (Feat. 나비),정키,EMOTION,2014.05.26 ~ 2014.06.01,52889,5
20,나 왜이래 (Feat. 강민희 Of 미스에스),San E (산이),너희들은 포위됐다 OST Part.1,2014.05.26 ~ 2014.06.01,50039,5
21,"이젠 너 없이도 (Feat. 윤미래, 타이거 JK, Bizzy)",유나킴,Love Me Love,2014.05.26 ~ 2014.06.01,21204,5
22,Give Love,AKMU (악뮤),PLAY,2014.05.26 ~ 2014.06.01,147958,5
23,니목소리,플라이 투 더 스카이,CONTINUUM,2014.05.26 ~ 2014.06.01,14589,5
24,인연,"윤민수(바이브), 신용재 (2F)",불후의 명곡 - 전설을 노래하다 (이선희 2편),2014.05.26 ~ 2014.06.01,58924,5
25,지우고 싶다,포맨 (4MEN),4MEN The 5th Album (1998),2014.05.26 ~ 2014.06.01,13896,5
26,사랑하는 그대여,신용재 (2F),사랑하는 그대여,2014.05.26 ~ 2014.06.01,68924,5
27,Last Romeo,인피니트,Season 2,2014.05.26 ~ 2014.06.01,39035,5
28,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,Modern Times - Epilogue,2014.05.26 ~ 2014.06.01,263526,5
29,삐에로는 우릴 보고 웃지,아이유,꽃갈피,2014.05.26 ~ 2014.06.01,50794,5
30,사랑 그 한마디,태연 (TAEYEON),너희들은 포위됐다 OST Part.2,2014.05.26 ~ 2014.06.01,23289,5
31,Sugar,"15& (박지민, 백예린)",Sugar,2014.05.26 ~ 2014.06.01,9944,5
32,전화하지 말아요,플라이 투 더 스카이,CONTINUUM,2014.05.26 ~ 2014.06.01,17092,5
33,까탈레나 (Catallena),오렌지 캬라멜,The Third Single Catallena,2014.05.26 ~ 2014.06.01,50207,5
34,그 중에 그대를 만나,이선희,15집 'SERENDIPITY' 30주년 기념앨범,2014.05.26 ~ 2014.06.01,126113,5
35,견딜만해 (Feat. 효린 Of 씨스타),매드클라운,표독,2014.05.26 ~ 2014.06.01,47962,5
36,감아 (Feat. Crush),로꼬,감아,2014.05.26 ~ 2014.06.01,136726,5
37,티가 나나봐,"15& (박지민, 백예린)",티가 나나봐,2014.05.26 ~ 2014.06.01,38654,5
38,Come Back Home,2NE1,CRUSH,2014.05.26 ~ 2014.06.01,76089,5
39,불꽃,백지영,불꽃,2014.05.26 ~ 2014.06.01,11451,5
40,그런 남자,Bro,그런 남자,2014.05.26 ~ 2014.06.01,46919,5
41,여름밤의 꿈,아이유,꽃갈피,2014.05.26 ~ 2014.06.01,67813,5
42,1분 1초,지연,Never Ever,2014.05.26 ~ 2014.06.01,14977,5
43,예쁜 속옷,지나,예쁜 속옷,2014.05.26 ~ 2014.06.01,9479,5
44,흔한 노래,임창정,흔한 노래... 흔한 멜로디...,2014.05.26 ~ 2014.06.01,63664,5
45,뜨래요 (Feat. 앙리 Of 3B),배치기,뜨래요,2014.05.26 ~ 2014.06.01,31486,5
46,오늘따라 (Feat. 가인),팬텀,Phantom Power,2014.05.26 ~ 2014.06.01,23399,5
47,기적 (ETERNITY),VIXX (빅스),ETERNITY,2014.05.26 ~ 2014.06.01,28203,5
48,아빙아빙 (Abing Abing),오렌지 캬라멜,아빙아빙 (Abing Abing),2014.05.26 ~ 2014.06.01,6132,5
49,요즘 바쁜가봐,2BIC(투빅),Soul Mate (소울메이트),2014.05.26 ~ 2014.06.01,59552,5
50,마지막 처음,"이창민, 멜로디데이 (MelodyDay)",마지막 처음,2014.05.26 ~ 2014.06.01,4457,5
